donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_pair_id,new_scaffold_split,orientation,class_pair,donor_canon,acceptor_canon,new_scaffold_split_721
PNWRUDURUIFQGR-UHFFFAOYSA-N,AMGARBILAAYTPY-UHFFFAOYSA-N,CS(=O)(=O)C1=C(N=CC(=C1)F)C=O,C1=CC=NC(=C1)N2C=C(C(=N2)C3=C(C(=CC=C3)F)F)C=O,CBZ3-P-DF0A2A9C56AADFF1,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,CS(=O)(=O)c1cc(F)cnc1C=O,O=Cc1cn(-c2ccccn2)nc1-c1cccc(F)c1F,mixed
HEYGELWPXMEPGC-UHFFFAOYSA-N,POLQAZNLJAFOGI-UHFFFAOYSA-N,C1=CC(=C(C=C1F)C2=C(C(=NN2)N)C=O)F,C1CC(CN(C1)C2=NC(=C(S2)C=O)Cl)(F)F,CBZ3-P-54201BEFC6C25947,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,Nc1n[nH]c(-c2cc(F)ccc2F)c1C=O,O=Cc1sc(N2CCCC(F)(F)C2)nc1Cl,mixed
POLQAZNLJAFOGI-UHFFFAOYSA-N,HEYGELWPXMEPGC-UHFFFAOYSA-N,C1CC(CN(C1)C2=NC(=C(S2)C=O)Cl)(F)F,C1=CC(=C(C=C1F)C2=C(C(=NN2)N)C=O)F,CBZ3-P-54201BEFC6C25947,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1sc(N2CCCC(F)(F)C2)nc1Cl,Nc1n[nH]c(-c2cc(F)ccc2F)c1C=O,mixed
ARIPTJWSOWQDKN-UHFFFAOYSA-N,ONKLLTMMVKKUBY-UHFFFAOYSA-N,CC(C)(CN1CCC2=C(C1C3=C(C=C(C=C3F)OCC4=NC=C(C=C4)C=O)F)NC5=CC=CC=C25)F,C1=COC(=C1)C2=C(OC=C2)C3=C(C=CO3)C=O,CBZ3-P-2DFCD108E5D915C3,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,CC(C)(F)CN1CCc2c([nH]c3ccccc23)C1c1c(F)cc(OCc2ccc(C=O)cn2)cc1F,O=Cc1ccoc1-c1occc1-c1ccco1,mixed
ONKLLTMMVKKUBY-UHFFFAOYSA-N,ARIPTJWSOWQDKN-UHFFFAOYSA-N,C1=COC(=C1)C2=C(OC=C2)C3=C(C=CO3)C=O,CC(C)(CN1CCC2=C(C1C3=C(C=C(C=C3F)OCC4=NC=C(C=C4)C=O)F)NC5=CC=CC=C25)F,CBZ3-P-2DFCD108E5D915C3,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1ccoc1-c1occc1-c1ccco1,CC(C)(F)CN1CCc2c([nH]c3ccccc23)C1c1c(F)cc(OCc2ccc(C=O)cn2)cc1F,mixed
ASZFICZHYLHYOH-UHFFFAOYSA-N,MJCNGMHJVUIHLI-UHFFFAOYSA-N,C1=C(C(=C(C(=N1)C=O)OC(F)(F)F)I)C(F)(F)F,C1=CN=C(C(=C1C(C(CC#N)O)O)C=O)F,CBZ3-P-C5657D66B77FC2B6,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1ncc(C(F)(F)F)c(I)c1OC(F)(F)F,N#CCC(O)C(O)c1ccnc(F)c1C=O,train
MJCNGMHJVUIHLI-UHFFFAOYSA-N,ASZFICZHYLHYOH-UHFFFAOYSA-N,C1=CN=C(C(=C1C(C(CC#N)O)O)C=O)F,C1=C(C(=C(C(=N1)C=O)OC(F)(F)F)I)C(F)(F)F,CBZ3-P-C5657D66B77FC2B6,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,N#CCC(O)C(O)c1ccnc(F)c1C=O,O=Cc1ncc(C(F)(F)F)c(I)c1OC(F)(F)F,train
CTKCMOHYIPMKIS-UHFFFAOYSA-N,MUICJNXBKQEORT-UHFFFAOYSA-N,C1=CC(=CC(=C1)C(F)(F)F)CC2=C(C=NO2)C=O,CCCCCCN1C2=C(C=C(C=C2)C)C(=C(C1=O)C=O)OCCN(C)C,CBZ3-P-4F3E5C62EDAB026E,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1cnoc1Cc1cccc(C(F)(F)F)c1,CCCCCCn1c(=O)c(C=O)c(OCCN(C)C)c2cc(C)ccc21,train
MUICJNXBKQEORT-UHFFFAOYSA-N,CTKCMOHYIPMKIS-UHFFFAOYSA-N,CCCCCCN1C2=C(C=C(C=C2)C)C(=C(C1=O)C=O)OCCN(C)C,C1=CC(=CC(=C1)C(F)(F)F)CC2=C(C=NO2)C=O,CBZ3-P-4F3E5C62EDAB026E,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,CCCCCCn1c(=O)c(C=O)c(OCCN(C)C)c2cc(C)ccc21,O=Cc1cnoc1Cc1cccc(C(F)(F)F)c1,train
MAOABMVKXVXKFA-UHFFFAOYSA-N,RWTBGBVUFGAOQN-UHFFFAOYSA-N,C1=CC2=C(C=C(C=N2)C=O)N=C1,CC1=C(N=C(S1)C2=CC(=C(C=C2)F)F)C=O,CBZ3-P-6198F7BA5047883A,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1cnc2cccnc2c1,Cc1sc(-c2ccc(F)c(F)c2)nc1C=O,mixed
RWTBGBVUFGAOQN-UHFFFAOYSA-N,MAOABMVKXVXKFA-UHFFFAOYSA-N,CC1=C(N=C(S1)C2=CC(=C(C=C2)F)F)C=O,C1=CC2=C(C=C(C=N2)C=O)N=C1,CBZ3-P-6198F7BA5047883A,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,Cc1sc(-c2ccc(F)c(F)c2)nc1C=O,O=Cc1cnc2cccnc2c1,mixed
VJPMJSGXFOFRBL-UHFFFAOYSA-N,XHJMWQHOORZKLO-UHFFFAOYSA-N,COC1=CC=CC=C1OCCCN2C=C(C3=CC=CC=C32)C=O,COC1=C(N=C(C(=C1)N)C(F)F)C=O,CBZ3-P-0CBA552FDCF37243,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,COc1ccccc1OCCCn1cc(C=O)c2ccccc21,COc1cc(N)c(C(F)F)nc1C=O,mixed
XHJMWQHOORZKLO-UHFFFAOYSA-N,VJPMJSGXFOFRBL-UHFFFAOYSA-N,COC1=C(N=C(C(=C1)N)C(F)F)C=O,COC1=CC=CC=C1OCCCN2C=C(C3=CC=CC=C32)C=O,CBZ3-P-0CBA552FDCF37243,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,COc1cc(N)c(C(F)F)nc1C=O,COc1ccccc1OCCCn1cc(C=O)c2ccccc21,mixed
JUSDKFVMNQFPFM-UHFFFAOYSA-N,LDBCAJPWNFHAJG-UHFFFAOYSA-N,CC1=C(C(=NC=C1C=O)I)C(F)F,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC(=CC=C3)OCC4=CN(N=N4)C5=CC=CC(=C5)C(=O)O)C=O,CBZ3-P-CFE592F8A2AD2C25,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,Cc1c(C=O)cnc(I)c1C(F)F,O=Cc1cn(-c2ccccc2)nc1-c1cccc(OCc2cn(-c3cccc(C(=O)O)c3)nn2)c1,train
LDBCAJPWNFHAJG-UHFFFAOYSA-N,JUSDKFVMNQFPFM-UHFFFAOYSA-N,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC(=CC=C3)OCC4=CN(N=N4)C5=CC=CC(=C5)C(=O)O)C=O,CC1=C(C(=NC=C1C=O)I)C(F)F,CBZ3-P-CFE592F8A2AD2C25,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1cn(-c2ccccc2)nc1-c1cccc(OCc2cn(-c3cccc(C(=O)O)c3)nn2)c1,Cc1c(C=O)cnc(I)c1C(F)F,train
IJBQRFIZIPRSFN-UHFFFAOYSA-N,YCJFJWNMPXAQNV-UHFFFAOYSA-N,C1=CC(=C(N=C1)SC2=CC=C(C=C2)F)C=O,C1=CC2=C(C=C1C(F)(F)F)N=C(C3=NC(=C(N23)CC4=NC=CN4)C=O)Cl,CBZ3-P-7F1A68F99DC6A3C8,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1cccnc1Sc1ccc(F)cc1,O=Cc1nc2c(Cl)nc3cc(C(F)(F)F)ccc3n2c1Cc1ncc[nH]1,validation
YCJFJWNMPXAQNV-UHFFFAOYSA-N,IJBQRFIZIPRSFN-UHFFFAOYSA-N,C1=CC2=C(C=C1C(F)(F)F)N=C(C3=NC(=C(N23)CC4=NC=CN4)C=O)Cl,C1=CC(=C(N=C1)SC2=CC=C(C=C2)F)C=O,CBZ3-P-7F1A68F99DC6A3C8,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1nc2c(Cl)nc3cc(C(F)(F)F)ccc3n2c1Cc1ncc[nH]1,O=Cc1cccnc1Sc1ccc(F)cc1,validation
QFZWPUUTMBKNFI-UHFFFAOYSA-N,ZXZMNRMKKGBIQQ-UHFFFAOYSA-N,CC1=CC(=CC=C1)C2=NC(=CO2)CN3C=C(N=C3C)C=O,C1=C(OC(=C1)C=O)CN(CCO)CC(F)F,CBZ3-P-164D6456ED7EA7AD,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,Cc1cccc(-c2nc(Cn3cc(C=O)nc3C)co2)c1,O=Cc1ccc(CN(CCO)CC(F)F)o1,mixed
ZXZMNRMKKGBIQQ-UHFFFAOYSA-N,QFZWPUUTMBKNFI-UHFFFAOYSA-N,C1=C(OC(=C1)C=O)CN(CCO)CC(F)F,CC1=CC(=CC=C1)C2=NC(=CO2)CN3C=C(N=C3C)C=O,CBZ3-P-164D6456ED7EA7AD,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1ccc(CN(CCO)CC(F)F)o1,Cc1cccc(-c2nc(Cn3cc(C=O)nc3C)co2)c1,mixed
MEBIARJFUWUMDG-UHFFFAOYSA-N,OSYYRGTZEHRMER-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=NC(=N2)N)C3=C(C=C(C=C3)Cl)Cl)C=O,CC(=O)CC1=NC(=C(S1)C=O)F,CBZ3-P-924498DE1013D494,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,Nc1nc(-c2ccc(Cl)cc2Cl)c(C=O)c(-c2ccc(Cl)cc2Cl)n1,CC(=O)Cc1nc(F)c(C=O)s1,mixed
OSYYRGTZEHRMER-UHFFFAOYSA-N,MEBIARJFUWUMDG-UHFFFAOYSA-N,CC(=O)CC1=NC(=C(S1)C=O)F,C1=CC(=C(C=C1Cl)Cl)C2=C(C(=NC(=N2)N)C3=C(C=C(C=C3)Cl)Cl)C=O,CBZ3-P-924498DE1013D494,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,CC(=O)Cc1nc(F)c(C=O)s1,Nc1nc(-c2ccc(Cl)cc2Cl)c(C=O)c(-c2ccc(Cl)cc2Cl)n1,mixed
ACUQONWJKKERDZ-UHFFFAOYSA-N,DKEHGGNBFQUENP-UHFFFAOYSA-N,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC(=CC=C3)OCC4=CN(N=N4)C5=CC=CC=C5)C=O,CC1=CC(=C2C=NC(=C(C2=C1)C=O)Cl)C,CBZ3-P-140DFC82D176BC71,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1cn(-c2ccccc2)nc1-c1cccc(OCc2cn(-c3ccccc3)nn2)c1,Cc1cc(C)c2cnc(Cl)c(C=O)c2c1,train
DKEHGGNBFQUENP-UHFFFAOYSA-N,ACUQONWJKKERDZ-UHFFFAOYSA-N,CC1=CC(=C2C=NC(=C(C2=C1)C=O)Cl)C,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC(=CC=C3)OCC4=CN(N=N4)C5=CC=CC=C5)C=O,CBZ3-P-140DFC82D176BC71,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,Cc1cc(C)c2cnc(Cl)c(C=O)c2c1,O=Cc1cn(-c2ccccc2)nc1-c1cccc(OCc2cn(-c3ccccc3)nn2)c1,train
BBNRXJNJQGCCKQ-UHFFFAOYSA-N,JAUAEXYIJIXRNG-UHFFFAOYSA-N,C1=CC(=C(C=C1F)Cl)OC2=C(N3C=CSC3=N2)C=O,CC1=C(NC(=C1C)C=O)CC(=O)CC(C)(C)C(=O)C2SCCCS2,CBZ3-P-D033BC09E8B99DF0,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1c(Oc2ccc(F)cc2Cl)nc2sccn12,Cc1c(C=O)[nH]c(CC(=O)CC(C)(C)C(=O)C2SCCCS2)c1C,mixed
JAUAEXYIJIXRNG-UHFFFAOYSA-N,BBNRXJNJQGCCKQ-UHFFFAOYSA-N,CC1=C(NC(=C1C)C=O)CC(=O)CC(C)(C)C(=O)C2SCCCS2,C1=CC(=C(C=C1F)Cl)OC2=C(N3C=CSC3=N2)C=O,CBZ3-P-D033BC09E8B99DF0,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,Cc1c(C=O)[nH]c(CC(=O)CC(C)(C)C(=O)C2SCCCS2)c1C,O=Cc1c(Oc2ccc(F)cc2Cl)nc2sccn12,mixed
KWSJAHSEQJWVOJ-UHFFFAOYSA-N,KWSVCIOXCVSZOD-UHFFFAOYSA-N,CCOC(=O)C1=NN(C(=C1C=O)Cl)C(C)C2=C(C(=CC=C2)F)F,CCN1C=C(N=C1C=O)C(F)(F)F,CBZ3-P-F5CF0126C9D66B69,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,CCOC(=O)c1nn(C(C)c2cccc(F)c2F)c(Cl)c1C=O,CCn1cc(C(F)(F)F)nc1C=O,train
KWSVCIOXCVSZOD-UHFFFAOYSA-N,KWSJAHSEQJWVOJ-UHFFFAOYSA-N,CCN1C=C(N=C1C=O)C(F)(F)F,CCOC(=O)C1=NN(C(=C1C=O)Cl)C(C)C2=C(C(=CC=C2)F)F,CBZ3-P-F5CF0126C9D66B69,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,CCn1cc(C(F)(F)F)nc1C=O,CCOC(=O)c1nn(C(C)c2cccc(F)c2F)c(Cl)c1C=O,train
ANCXYMZSCHVVSM-UHFFFAOYSA-N,PCIVCYOKEPZABI-UHFFFAOYSA-N,C1=CC(=CC=C1C2=CC(=C(N=C2)F)C=O)OC(F)(F)F,CC1=NOC(=N1)C2=C(N=C(S2)C3=CC=C(C=C3)Cl)C=O,CBZ3-P-445AA4FEA39312AC,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1cc(-c2ccc(OC(F)(F)F)cc2)cnc1F,Cc1noc(-c2sc(-c3ccc(Cl)cc3)nc2C=O)n1,mixed
PCIVCYOKEPZABI-UHFFFAOYSA-N,ANCXYMZSCHVVSM-UHFFFAOYSA-N,CC1=NOC(=N1)C2=C(N=C(S2)C3=CC=C(C=C3)Cl)C=O,C1=CC(=CC=C1C2=CC(=C(N=C2)F)C=O)OC(F)(F)F,CBZ3-P-445AA4FEA39312AC,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,Cc1noc(-c2sc(-c3ccc(Cl)cc3)nc2C=O)n1,O=Cc1cc(-c2ccc(OC(F)(F)F)cc2)cnc1F,mixed
DPRXCNHZYNALIR-UHFFFAOYSA-N,KTKXZQZAQGKOGK-UHFFFAOYSA-N,CN1C(=C(C=N1)C=O)C2=C(C=CC(=C2)F)F,COC1=CC2=C(C=C1)NC(=C2C=O)C3=C(C=CC(=C3)F)F,CBZ3-P-3E41848ADEF8BBEB,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,Cn1ncc(C=O)c1-c1cc(F)ccc1F,COc1ccc2[nH]c(-c3cc(F)ccc3F)c(C=O)c2c1,train
KTKXZQZAQGKOGK-UHFFFAOYSA-N,DPRXCNHZYNALIR-UHFFFAOYSA-N,COC1=CC2=C(C=C1)NC(=C2C=O)C3=C(C=CC(=C3)F)F,CN1C(=C(C=N1)C=O)C2=C(C=CC(=C2)F)F,CBZ3-P-3E41848ADEF8BBEB,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,COc1ccc2[nH]c(-c3cc(F)ccc3F)c(C=O)c2c1,Cn1ncc(C=O)c1-c1cc(F)ccc1F,train
BRMINCSZLBBYGJ-UHFFFAOYSA-N,XEYSDDGPZSNQJO-UHFFFAOYSA-N,CC(=O)NC1=CC=C(C=C1)C2=CC=C(O2)C=O,C1=C(N=C(C(=C1F)C(F)F)N)C=O,CBZ3-P-B1EB6F3BB6A40439,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,CC(=O)Nc1ccc(-c2ccc(C=O)o2)cc1,Nc1nc(C=O)cc(F)c1C(F)F,train
XEYSDDGPZSNQJO-UHFFFAOYSA-N,BRMINCSZLBBYGJ-UHFFFAOYSA-N,C1=C(N=C(C(=C1F)C(F)F)N)C=O,CC(=O)NC1=CC=C(C=C1)C2=CC=C(O2)C=O,CBZ3-P-B1EB6F3BB6A40439,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,Nc1nc(C=O)cc(F)c1C(F)F,CC(=O)Nc1ccc(-c2ccc(C=O)o2)cc1,train
GBPXOXTYHRFIGH-UHFFFAOYSA-N,KTHYKMXSGUWKKJ-UHFFFAOYSA-N,CC(C)(C)[Si](C)(C)OCCN1C(=C(C=N1)F)C=O,COC1=NC=C(C(=C1C(F)F)CN)C=O,CBZ3-P-663D95CE0FB1AB93,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,CC(C)(C)[Si](C)(C)OCCn1ncc(F)c1C=O,COc1ncc(C=O)c(CN)c1C(F)F,train
KTHYKMXSGUWKKJ-UHFFFAOYSA-N,GBPXOXTYHRFIGH-UHFFFAOYSA-N,COC1=NC=C(C(=C1C(F)F)CN)C=O,CC(C)(C)[Si](C)(C)OCCN1C(=C(C=N1)F)C=O,CBZ3-P-663D95CE0FB1AB93,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,COc1ncc(C=O)c(CN)c1C(F)F,CC(C)(C)[Si](C)(C)OCCn1ncc(F)c1C=O,train
AVYHFOCJEOZHAK-UHFFFAOYSA-N,AVZRQIDKBCLGPG-UHFFFAOYSA-N,CC1=C(C(=NN1CC2=C(C(=CC=C2)F)Br)C)C=O,CC1=NC2=C(N1C)C=C(C(=C2)C3=CC=CN4C3=CC=C4C=O)C(F)(F)F,CBZ3-P-EAECE78E2B58FDB2,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,Cc1nn(Cc2cccc(F)c2Br)c(C)c1C=O,Cc1nc2cc(-c3cccn4c(C=O)ccc34)c(C(F)(F)F)cc2n1C,train
AVZRQIDKBCLGPG-UHFFFAOYSA-N,AVYHFOCJEOZHAK-UHFFFAOYSA-N,CC1=NC2=C(N1C)C=C(C(=C2)C3=CC=CN4C3=CC=C4C=O)C(F)(F)F,CC1=C(C(=NN1CC2=C(C(=CC=C2)F)Br)C)C=O,CBZ3-P-EAECE78E2B58FDB2,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,Cc1nc2cc(-c3cccn4c(C=O)ccc34)c(C(F)(F)F)cc2n1C,Cc1nn(Cc2cccc(F)c2Br)c(C)c1C=O,train
WGDZWWFFSNDLKA-UHFFFAOYSA-N,ZJYIEABMRWKFIU-UHFFFAOYSA-N,CN1C2=CC=CC=C2C(=C1SCC#N)C=O,C1=CC(=CC=C1C(F)(F)F)N2C(=CN=C2C(F)(F)Cl)C=O,CBZ3-P-90E095CC70387890,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,Cn1c(SCC#N)c(C=O)c2ccccc21,O=Cc1cnc(C(F)(F)Cl)n1-c1ccc(C(F)(F)F)cc1,train
ZJYIEABMRWKFIU-UHFFFAOYSA-N,WGDZWWFFSNDLKA-UHFFFAOYSA-N,C1=CC(=CC=C1C(F)(F)F)N2C(=CN=C2C(F)(F)Cl)C=O,CN1C2=CC=CC=C2C(=C1SCC#N)C=O,CBZ3-P-90E095CC70387890,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1cnc(C(F)(F)Cl)n1-c1ccc(C(F)(F)F)cc1,Cn1c(SCC#N)c(C=O)c2ccccc21,train
AHJZBLOCNWNCMB-UHFFFAOYSA-N,KUISYIIZOFRPPM-UHFFFAOYSA-N,CN1C2=C(C=C(C=C2)OC)C=C(C1=O)C=O,CC1=C(C(=CC(=N1)OC)C=O)C(F)F,CBZ3-P-C0905B95F48E3EA8,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,COc1ccc2c(c1)cc(C=O)c(=O)n2C,COc1cc(C=O)c(C(F)F)c(C)n1,train
KUISYIIZOFRPPM-UHFFFAOYSA-N,AHJZBLOCNWNCMB-UHFFFAOYSA-N,CC1=C(C(=CC(=N1)OC)C=O)C(F)F,CN1C2=C(C=C(C=C2)OC)C=C(C1=O)C=O,CBZ3-P-C0905B95F48E3EA8,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,COc1cc(C=O)c(C(F)F)c(C)n1,COc1ccc2c(c1)cc(C=O)c(=O)n2C,train
SLSRNMICWLXQFP-UHFFFAOYSA-N,YDGMJDFKESRTIZ-UHFFFAOYSA-N,CC1=C(N=C(S1)N(CC2=CC(=C(C=C2)F)Cl)C3=CC=C(C=C3)C#N)C=O,CCCCCCCC1=C(C(=O)C2=CC=CC=C2N1)C=O,CBZ3-P-737D91365A9CD46A,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,Cc1sc(N(Cc2ccc(F)c(Cl)c2)c2ccc(C#N)cc2)nc1C=O,CCCCCCCc1[nH]c2ccccc2c(=O)c1C=O,validation
YDGMJDFKESRTIZ-UHFFFAOYSA-N,SLSRNMICWLXQFP-UHFFFAOYSA-N,CCCCCCCC1=C(C(=O)C2=CC=CC=C2N1)C=O,CC1=C(N=C(S1)N(CC2=CC(=C(C=C2)F)Cl)C3=CC=C(C=C3)C#N)C=O,CBZ3-P-737D91365A9CD46A,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,CCCCCCCc1[nH]c2ccccc2c(=O)c1C=O,Cc1sc(N(Cc2ccc(F)c(Cl)c2)c2ccc(C#N)cc2)nc1C=O,validation
LVLCWVAVXNPOFF-UHFFFAOYSA-N,POJCUXKTZWPJOZ-UHFFFAOYSA-N,B(C1=CSC=C1C=O)(O)O,C1=C(C(=C(N=C1Br)C(F)F)Br)C=O,CBZ3-P-C7C590DE737E5268,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1cscc1B(O)O,O=Cc1cc(Br)nc(C(F)F)c1Br,train
POJCUXKTZWPJOZ-UHFFFAOYSA-N,LVLCWVAVXNPOFF-UHFFFAOYSA-N,C1=C(C(=C(N=C1Br)C(F)F)Br)C=O,B(C1=CSC=C1C=O)(O)O,CBZ3-P-C7C590DE737E5268,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1cc(Br)nc(C(F)F)c1Br,O=Cc1cscc1B(O)O,train
XZYBOWZBVXLGFP-UHFFFAOYSA-N,ZITMWUFCGLYYKZ-UHFFFAOYSA-N,C1=CC(=C(C=C1C#N)F)OC2=NC=C(C=C2)C=O,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C=O,CBZ3-P-857D049704573D86,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,N#Cc1ccc(Oc2ccc(C=O)cn2)c(F)c1,CC(C)c1c(C=O)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,mixed
ZITMWUFCGLYYKZ-UHFFFAOYSA-N,XZYBOWZBVXLGFP-UHFFFAOYSA-N,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C=O,C1=CC(=C(C=C1C#N)F)OC2=NC=C(C=C2)C=O,CBZ3-P-857D049704573D86,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,CC(C)c1c(C=O)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,N#Cc1ccc(Oc2ccc(C=O)cn2)c(F)c1,mixed
AAIYIMQLSDXPJJ-UHFFFAOYSA-N,FYZCRKULKFPRJQ-UHFFFAOYSA-N,C1=CN=C(C(=C1C(F)(F)F)C=O)I,CC(=O)N1CC2=CC=C(N2CC3=CC(=C(C=C31)OC)OC)C=O,CBZ3-P-FD9B111E83B4887A,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1c(C(F)(F)F)ccnc1I,COc1cc2c(cc1OC)N(C(C)=O)Cc1ccc(C=O)n1C2,mixed
FYZCRKULKFPRJQ-UHFFFAOYSA-N,AAIYIMQLSDXPJJ-UHFFFAOYSA-N,CC(=O)N1CC2=CC=C(N2CC3=CC(=C(C=C31)OC)OC)C=O,C1=CN=C(C(=C1C(F)(F)F)C=O)I,CBZ3-P-FD9B111E83B4887A,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,COc1cc2c(cc1OC)N(C(C)=O)Cc1ccc(C=O)n1C2,O=Cc1c(C(F)(F)F)ccnc1I,mixed
MURWYXBBUCWYMO-UHFFFAOYSA-N,YNRLEBXQHWKCQV-UHFFFAOYSA-N,C1C(CC1(F)F)CN2C=C(N=N2)C=O,COC1=CC=C(C=C1)C2=CC(=NO2)C=O,CBZ3-P-28980455E9016C0F,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1cn(CC2CC(F)(F)C2)nn1,COc1ccc(-c2cc(C=O)no2)cc1,validation
YNRLEBXQHWKCQV-UHFFFAOYSA-N,MURWYXBBUCWYMO-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=CC(=NO2)C=O,C1C(CC1(F)F)CN2C=C(N=N2)C=O,CBZ3-P-28980455E9016C0F,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,COc1ccc(-c2cc(C=O)no2)cc1,O=Cc1cn(CC2CC(F)(F)C2)nn1,validation
DONMHPMGXMQIKI-UHFFFAOYSA-N,KRQADXHCVBIELL-UHFFFAOYSA-N,COC1=C(C=C(C=C1)COC2=CN=C(C=C2)C=O)F,C1C2=NC=C(N2C3=C(C=C(C=C3)C(F)(F)F)C(=N1)C4=CC=CC=C4)C=O,CBZ3-P-FD10BFD9345E5A75,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,COc1ccc(COc2ccc(C=O)nc2)cc1F,O=Cc1cnc2n1-c1ccc(C(F)(F)F)cc1C(c1ccccc1)=NC2,mixed
KRQADXHCVBIELL-UHFFFAOYSA-N,DONMHPMGXMQIKI-UHFFFAOYSA-N,C1C2=NC=C(N2C3=C(C=C(C=C3)C(F)(F)F)C(=N1)C4=CC=CC=C4)C=O,COC1=C(C=C(C=C1)COC2=CN=C(C=C2)C=O)F,CBZ3-P-FD10BFD9345E5A75,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero,O=Cc1cnc2n1-c1ccc(C(F)(F)F)cc1C(c1ccccc1)=NC2,COc1ccc(COc2ccc(C=O)nc2)cc1F,mixed
GROJIEMGBWEVOY-UHFFFAOYSA-N,GWTMCNCUQWRJDL-UHFFFAOYSA-N,CC1=NN(C2=C1C=C(C(=N2)Cl)C=O)C,CC1=CSC2=NC=C(N12)C=O,CBZ3-P-A9D992F808025D44,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero,Cc1nn(C)c2nc(Cl)c(C=O)cc12,Cc1csc2ncc(C=O)n12,validation
