donor_id,acceptor_id,donor_smiles,acceptor_smiles,source_pair_id,new_scaffold_split,orientation,class_pair
WTUOAAWZQDTGCK-UHFFFAOYSA-N,CNHWMDPIUOUKOH-UHFFFAOYSA-N,CC1=CN(C=C1)C2=C(C(=NC=C2C=O)Cl)C3=CC(=CC(=C3)F)F,C1=CC=C(C(=C1)N2C(=C(C(=N2)C(F)(F)F)C=O)Cl)Cl,CBZ3-P-2550B93421800E75,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
GPCSVRJHBFTWGH-UHFFFAOYSA-N,TZVWOSRFXPLZOU-UHFFFAOYSA-N,CC1=NN(C(=C1C=O)OCC(F)F)C,C[Si](C)(C)CCOCN1C(=CC2=CC(=CN=C21)C=O)C(F)(F)F,CBZ3-P-44FBF0A33397400B,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
TZVWOSRFXPLZOU-UHFFFAOYSA-N,GPCSVRJHBFTWGH-UHFFFAOYSA-N,C[Si](C)(C)CCOCN1C(=CC2=CC(=CN=C21)C=O)C(F)(F)F,CC1=NN(C(=C1C=O)OCC(F)F)C,CBZ3-P-44FBF0A33397400B,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
UWFXDKSDFVNXHZ-UHFFFAOYSA-N,WIEBCCCQTRVTAP-UHFFFAOYSA-N,C1=CC(=C(C(=C1)F)F)C2=C(C=NN2)C=O,C1=CC=NC(=C1)C2=C(C3=C(N2)C(=CC=C3)C(F)(F)F)C=O,CBZ3-P-FE10E48DA9905EAC,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
WIEBCCCQTRVTAP-UHFFFAOYSA-N,UWFXDKSDFVNXHZ-UHFFFAOYSA-N,C1=CC=NC(=C1)C2=C(C3=C(N2)C(=CC=C3)C(F)(F)F)C=O,C1=CC(=C(C(=C1)F)F)C2=C(C=NN2)C=O,CBZ3-P-FE10E48DA9905EAC,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
FNEUZXCXKQENCE-UHFFFAOYSA-N,IBAGHWKRMLMWSG-UHFFFAOYSA-N,C1=CC(=CC=C1C2=NOC(=C2)C=O)C(F)(F)F,C1=CC(=C(C=C1C(F)(F)F)NC(=O)C(=C(Cl)Cl)Cl)OC2=C(SC=C2)C=O,CBZ3-P-79F659C2FF77D5B4,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
IBAGHWKRMLMWSG-UHFFFAOYSA-N,FNEUZXCXKQENCE-UHFFFAOYSA-N,C1=CC(=C(C=C1C(F)(F)F)NC(=O)C(=C(Cl)Cl)Cl)OC2=C(SC=C2)C=O,C1=CC(=CC=C1C2=NOC(=C2)C=O)C(F)(F)F,CBZ3-P-79F659C2FF77D5B4,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
HGCHEHKBYLIMNN-UHFFFAOYSA-N,NBMSPYIINFNIFJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2CC(=O)NC3=C(C=C(C=C3)F)Cl)C=O,CC1=CC(=CC=C1)C2=C(C3=CC(=CC(=C3N2)C)C)C=O,CBZ3-P-D5B3B9ADD024500D,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
NBMSPYIINFNIFJ-UHFFFAOYSA-N,HGCHEHKBYLIMNN-UHFFFAOYSA-N,CC1=CC(=CC=C1)C2=C(C3=CC(=CC(=C3N2)C)C)C=O,C1=CC=C2C(=C1)C(=CN2CC(=O)NC3=C(C=C(C=C3)F)Cl)C=O,CBZ3-P-D5B3B9ADD024500D,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
GYYNNOIUSKELRY-UHFFFAOYSA-N,ZWLMRKPCYAXABF-UHFFFAOYSA-N,C1=C(C(=NC(=C1C(F)F)C=O)OC(F)(F)F)CBr,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)SC(F)(Cl)Cl)C=O)Cl)C(F)(F)F,CBZ3-P-A087511C0875132C,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
ZWLMRKPCYAXABF-UHFFFAOYSA-N,GYYNNOIUSKELRY-UHFFFAOYSA-N,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)SC(F)(Cl)Cl)C=O)Cl)C(F)(F)F,C1=C(C(=NC(=C1C(F)F)C=O)OC(F)(F)F)CBr,CBZ3-P-A087511C0875132C,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
JYFSOHSODRHPEM-GFCCVEGCSA-N,ZDDYVRDHOZHYMX-UHFFFAOYSA-N,CCN(C[C@H](C(F)(F)F)O)C(=O)C1=C2C=C(C=CN2N=C1)C=O,COC1=CC2=C(C=C1)N(C(=O)C(=C2)C=O)CC#C,CBZ3-P-9FBB93A6C0C324D6,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
ZDDYVRDHOZHYMX-UHFFFAOYSA-N,JYFSOHSODRHPEM-GFCCVEGCSA-N,COC1=CC2=C(C=C1)N(C(=O)C(=C2)C=O)CC#C,CCN(C[C@H](C(F)(F)F)O)C(=O)C1=C2C=C(C=CN2N=C1)C=O,CBZ3-P-9FBB93A6C0C324D6,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
JWNMSOHROFZDNR-UHFFFAOYSA-N,WYEIRJUKSRGZPQ-UHFFFAOYSA-N,C1=CC(=C(N=C1)C=O)CCC2=CC=C(C=C2)F,C1=CC(=C(C=C1C#N)F)NC2=C(C(=NC=N2)Cl)C=O,CBZ3-P-CC33ACFF0B7CC355,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
WYEIRJUKSRGZPQ-UHFFFAOYSA-N,JWNMSOHROFZDNR-UHFFFAOYSA-N,C1=CC(=C(C=C1C#N)F)NC2=C(C(=NC=N2)Cl)C=O,C1=CC(=C(N=C1)C=O)CCC2=CC=C(C=C2)F,CBZ3-P-CC33ACFF0B7CC355,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
GREZMXSCBIBZEE-UHFFFAOYSA-N,KSNZDLLOCLOJHH-UHFFFAOYSA-N,C1=C(C(=C(C(=N1)F)C=O)CBr)C(F)F,C1=CC=C(C(=C1)N2C(=C(C(=N2)C3=C(C(=C(C=C3)F)F)F)C=O)Br)F,CBZ3-P-C0628043B6636553,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
KSNZDLLOCLOJHH-UHFFFAOYSA-N,GREZMXSCBIBZEE-UHFFFAOYSA-N,C1=CC=C(C(=C1)N2C(=C(C(=N2)C3=C(C(=C(C=C3)F)F)F)C=O)Br)F,C1=C(C(=C(C(=N1)F)C=O)CBr)C(F)F,CBZ3-P-C0628043B6636553,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
BMHFPKRYXLCTTM-UHFFFAOYSA-N,QTZGHMYVOCJFIV-UHFFFAOYSA-N,CC1=C(C=CC(=C1)C2=C(C3=C(N2)C(=CC=C3)C(F)(F)F)C=O)OC,CCOC1=C(C=C(C=C1)N2C(=CC(=C2C)C=O)C)F,CBZ3-P-75E91D831C8DCEC5,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
QTZGHMYVOCJFIV-UHFFFAOYSA-N,BMHFPKRYXLCTTM-UHFFFAOYSA-N,CCOC1=C(C=C(C=C1)N2C(=CC(=C2C)C=O)C)F,CC1=C(C=CC(=C1)C2=C(C3=C(N2)C(=CC=C3)C(F)(F)F)C=O)OC,CBZ3-P-75E91D831C8DCEC5,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
AZICIDPVYKGKEP-UHFFFAOYSA-N,HASHUWGVNFVGSU-UHFFFAOYSA-N,CC1=NN(C(=C1C=O)OC2=CC=C(C=C2)Br)C3=CC=CC=C3,C1=C(C=C(N=C1CC(=O)O)C=O)F,CBZ3-P-EE7F577ECFFF6244,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
HASHUWGVNFVGSU-UHFFFAOYSA-N,AZICIDPVYKGKEP-UHFFFAOYSA-N,C1=C(C=C(N=C1CC(=O)O)C=O)F,CC1=NN(C(=C1C=O)OC2=CC=C(C=C2)Br)C3=CC=CC=C3,CBZ3-P-EE7F577ECFFF6244,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
CQTWWFOVWWUXOD-UHFFFAOYSA-N,DPRYXBJNOOZDAG-UHFFFAOYSA-N,C1CN(CCC1F)C2=CC=C(O2)C=O,CC1=C(C=C(N=C1CCl)C=O)C(F)F,CBZ3-P-23A8458938EA3E97,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
DPRYXBJNOOZDAG-UHFFFAOYSA-N,CQTWWFOVWWUXOD-UHFFFAOYSA-N,CC1=C(C=C(N=C1CCl)C=O)C(F)F,C1CN(CCC1F)C2=CC=C(O2)C=O,CBZ3-P-23A8458938EA3E97,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
HPJJCRCYMWZRCS-UHFFFAOYSA-N,WXBWZOOAAOKMMR-UHFFFAOYSA-N,C1=CC(=C(N=C1)C=O)C2=CC=C(C=C2)C(F)(F)F,CN1C(=C(C=C(C1=O)C=O)C(=O)OC)NC2=C(C=C(C=C2)I)F,CBZ3-P-1DEBB7BE9B852B6B,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
WXBWZOOAAOKMMR-UHFFFAOYSA-N,HPJJCRCYMWZRCS-UHFFFAOYSA-N,CN1C(=C(C=C(C1=O)C=O)C(=O)OC)NC2=C(C=C(C=C2)I)F,C1=CC(=C(N=C1)C=O)C2=CC=C(C=C2)C(F)(F)F,CBZ3-P-1DEBB7BE9B852B6B,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
GNZWHDKPSSEWMN-UHFFFAOYSA-N,KVTYPJATRARWFR-UHFFFAOYSA-N,COC1=C(C(=CN=C1C(F)(F)F)C=O)C(F)F,C1=CC(=C(C=C1OCC2=CC=C(O2)C=O)Cl)F,CBZ3-P-D8536F0469C720A8,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
KVTYPJATRARWFR-UHFFFAOYSA-N,GNZWHDKPSSEWMN-UHFFFAOYSA-N,C1=CC(=C(C=C1OCC2=CC=C(O2)C=O)Cl)F,COC1=C(C(=CN=C1C(F)(F)F)C=O)C(F)F,CBZ3-P-D8536F0469C720A8,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
MIXYDJSDSMQGMI-UHFFFAOYSA-N,PXANVXNEMPNQDR-UHFFFAOYSA-N,CC1=C(C=CC(=C1)C2=C(N=NS2)C=O)F,C1=CC(=C(C(=C1N)F)C2=NC=C(C(=C2F)Cl)C=O)F,CBZ3-P-FDA86254611DD562,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
PXANVXNEMPNQDR-UHFFFAOYSA-N,MIXYDJSDSMQGMI-UHFFFAOYSA-N,C1=CC(=C(C(=C1N)F)C2=NC=C(C(=C2F)Cl)C=O)F,CC1=C(C=CC(=C1)C2=C(N=NS2)C=O)F,CBZ3-P-FDA86254611DD562,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
OPDWIEVQNWOONQ-UHFFFAOYSA-N,UTEGGIRVAHNXDS-UHFFFAOYSA-N,C=CC1=CC2=C(C=C1)NC=C2C=O,C1=CC2=C(C=C1I)C(=CN2)C=O,CBZ3-P-02086515515CEF3F,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
UTEGGIRVAHNXDS-UHFFFAOYSA-N,OPDWIEVQNWOONQ-UHFFFAOYSA-N,C1=CC2=C(C=C1I)C(=CN2)C=O,C=CC1=CC2=C(C=C1)NC=C2C=O,CBZ3-P-02086515515CEF3F,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
INHCYYMOWASDOA-UHFFFAOYSA-N,QDUGTKCUWCMWDD-UHFFFAOYSA-N,CCC1=C(C(=NN1C2=CC=C(C=C2)F)CC)C=O,CC1=CC(=NC2=CC=CC=C12)C=O,CBZ3-P-04BC764B7C38C405,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
QDUGTKCUWCMWDD-UHFFFAOYSA-N,INHCYYMOWASDOA-UHFFFAOYSA-N,CC1=CC(=NC2=CC=CC=C12)C=O,CCC1=C(C(=NN1C2=CC=C(C=C2)F)CC)C=O,CBZ3-P-04BC764B7C38C405,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
SWZHWOKTCDOVCG-UHFFFAOYSA-N,XWLOFYVXRAOYHW-UHFFFAOYSA-N,C1=C(C(=C(C(=N1)F)C=O)OC(F)(F)F)C(F)F,C=CC1=CC=CC2=C1N=C(C=C2)C=O,CBZ3-P-62CE2751DF92F1C5,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
XWLOFYVXRAOYHW-UHFFFAOYSA-N,SWZHWOKTCDOVCG-UHFFFAOYSA-N,C=CC1=CC=CC2=C1N=C(C=C2)C=O,C1=C(C(=C(C(=N1)F)C=O)OC(F)(F)F)C(F)F,CBZ3-P-62CE2751DF92F1C5,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
CKNCJWZLUKQRCF-UHFFFAOYSA-N,UWIAXDXZEYLFSF-UHFFFAOYSA-N,CCOC(=O)C1=C(C=CN=C1OC2=C(C=C(C=C2)Cl)F)C=O,CCCC1=CC(=C(N=C1)C=O)C(C)F,CBZ3-P-CAB7A9EEAC4A1EB5,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
UWIAXDXZEYLFSF-UHFFFAOYSA-N,CKNCJWZLUKQRCF-UHFFFAOYSA-N,CCCC1=CC(=C(N=C1)C=O)C(C)F,CCOC(=O)C1=C(C=CN=C1OC2=C(C=C(C=C2)Cl)F)C=O,CBZ3-P-CAB7A9EEAC4A1EB5,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
HQGPLNVESVHNQH-UHFFFAOYSA-N,VYEHORMIEVYVPA-UHFFFAOYSA-N,C1=C(OC(=C1C#N)C(F)(F)F)C=O,CC1=CC(=C(N=C1)C=O)F,CBZ3-P-23CEBA24CCF604A1,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
VYEHORMIEVYVPA-UHFFFAOYSA-N,HQGPLNVESVHNQH-UHFFFAOYSA-N,CC1=CC(=C(N=C1)C=O)F,C1=C(OC(=C1C#N)C(F)(F)F)C=O,CBZ3-P-23CEBA24CCF604A1,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
BUGKCIQAEYDDRK-UHFFFAOYSA-N,CTYUCLSCBVSTAA-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(=O)C2=CC3=CC=CC=C3C4=C(C5=CC=CC=C5N4C2)C=O,COC1=CN=C(C=C1)C=O,CBZ3-P-5B72086B058E6508,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
CTYUCLSCBVSTAA-UHFFFAOYSA-N,BUGKCIQAEYDDRK-UHFFFAOYSA-N,COC1=CN=C(C=C1)C=O,COC1=CC=C(C=C1)C(=O)C2=CC3=CC=CC=C3C4=C(C5=CC=CC=C5N4C2)C=O,CBZ3-P-5B72086B058E6508,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
PQLUMLNCJDEEDO-UHFFFAOYSA-N,ZIIWFYCZWWWWAG-UHFFFAOYSA-N,C1=C(C=NC2=C1NC(=N2)C=O)Br,C1=C(NC(=C(C1=O)C=O)CCl)C(F)F,CBZ3-P-C8B265C15F1296B5,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
ZIIWFYCZWWWWAG-UHFFFAOYSA-N,PQLUMLNCJDEEDO-UHFFFAOYSA-N,C1=C(NC(=C(C1=O)C=O)CCl)C(F)F,C1=C(C=NC2=C1NC(=N2)C=O)Br,CBZ3-P-C8B265C15F1296B5,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
IEAXQFJBTZUMGQ-UHFFFAOYSA-N,PNPIVJYVNQYBJO-UHFFFAOYSA-N,C1=C(C(=C(N=C1OC(F)(F)F)CN)C(F)F)C=O,B(C1=CC(=NC(=C1C=O)F)F)(O)O,CBZ3-P-082C60815D4F9BD3,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
PNPIVJYVNQYBJO-UHFFFAOYSA-N,IEAXQFJBTZUMGQ-UHFFFAOYSA-N,B(C1=CC(=NC(=C1C=O)F)F)(O)O,C1=C(C(=C(N=C1OC(F)(F)F)CN)C(F)F)C=O,CBZ3-P-082C60815D4F9BD3,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
BFTYIBULJRPEJF-UHFFFAOYSA-N,IBBOEWGKMLRFFX-UHFFFAOYSA-N,C1=C(C(=C(N=C1C(F)F)Br)C=O)C(F)(F)F,C1=CC=C(C(=C1)N2C=C(C=N2)C=O)Cl,CBZ3-P-F8682977DC4072D5,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
IBBOEWGKMLRFFX-UHFFFAOYSA-N,BFTYIBULJRPEJF-UHFFFAOYSA-N,C1=CC=C(C(=C1)N2C=C(C=N2)C=O)Cl,C1=C(C(=C(N=C1C(F)F)Br)C=O)C(F)(F)F,CBZ3-P-F8682977DC4072D5,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
SYUPCPQWXZBTRV-UHFFFAOYSA-N,XLAHVHZIJJALHR-UHFFFAOYSA-N,CC1=C(C=CC(=C1)F)S(=O)(=O)N2C=C(C=C2C3=CC=CC=C3)C=O,C1=CC=C(C=C1)C2=NC(=CN2C3=CC=CC=C3)C=O,CBZ3-P-F7A1910A86DF42ED,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
XLAHVHZIJJALHR-UHFFFAOYSA-N,SYUPCPQWXZBTRV-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=NC(=CN2C3=CC=CC=C3)C=O,CC1=C(C=CC(=C1)F)S(=O)(=O)N2C=C(C=C2C3=CC=CC=C3)C=O,CBZ3-P-F7A1910A86DF42ED,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
UNULPNDZTNAESM-UHFFFAOYSA-N,YYQDPIBDLBQSEQ-UHFFFAOYSA-N,CC1=C(C=C(C=C1)C2=NOC(=C2C=O)NC(=O)C3=CC=C(C=C3)F)C,C1=CC2=CC(=CN=C2C=C1CF)C=O,CBZ3-P-7864BA06F3F3070E,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
YYQDPIBDLBQSEQ-UHFFFAOYSA-N,UNULPNDZTNAESM-UHFFFAOYSA-N,C1=CC2=CC(=CN=C2C=C1CF)C=O,CC1=C(C=C(C=C1)C2=NOC(=C2C=O)NC(=O)C3=CC=C(C=C3)F)C,CBZ3-P-7864BA06F3F3070E,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
IQRLEBZYAOTLPT-UHFFFAOYSA-N,QBHPEJPWVNLKAC-UHFFFAOYSA-N,C1=CC=C(C=C1)OCCN2C=CC=C2C=O,CC1=CC(=C(N=C1C=O)C(F)F)F,CBZ3-P-FCEBB61A9FE70C69,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
QBHPEJPWVNLKAC-UHFFFAOYSA-N,IQRLEBZYAOTLPT-UHFFFAOYSA-N,CC1=CC(=C(N=C1C=O)C(F)F)F,C1=CC=C(C=C1)OCCN2C=CC=C2C=O,CBZ3-P-FCEBB61A9FE70C69,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
CBHGTBLKJZIKNV-UHFFFAOYSA-N,PXQRVNAOXCKKAE-UHFFFAOYSA-N,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C=O,CN(C)CCCCCCSC1=CC=C(S1)C=O,CBZ3-P-F119CBE97547D80E,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
PXQRVNAOXCKKAE-UHFFFAOYSA-N,CBHGTBLKJZIKNV-UHFFFAOYSA-N,CN(C)CCCCCCSC1=CC=C(S1)C=O,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C=O,CBZ3-P-F119CBE97547D80E,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
KQTQNFBCDWKNKD-UHFFFAOYSA-N,KRNWFLDJERDRBM-SECBINFHSA-N,CN1C2=C(C=CC=C2OC)C(=C1C(F)(F)F)C=O,C[C@H](CS)C(=O)N1C=C(C2=CC=CC=C21)C=O,CBZ3-P-2E9E232A61223F34,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
KRNWFLDJERDRBM-SECBINFHSA-N,KQTQNFBCDWKNKD-UHFFFAOYSA-N,C[C@H](CS)C(=O)N1C=C(C2=CC=CC=C21)C=O,CN1C2=C(C=CC=C2OC)C(=C1C(F)(F)F)C=O,CBZ3-P-2E9E232A61223F34,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
KTFCNLYRRYMIQJ-UHFFFAOYSA-N,XXRIPLFIHSQYAS-UHFFFAOYSA-N,C1=CSC2=NC(=C(N21)C=O)N(CCO)CC(F)(F)F,CC(C)(C)OC(=O)N1C(=C(C(=N1)C=O)SC(F)(F)F)N,CBZ3-P-E963AF02D74BEE70,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
XXRIPLFIHSQYAS-UHFFFAOYSA-N,KTFCNLYRRYMIQJ-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1C(=C(C(=N1)C=O)SC(F)(F)F)N,C1=CSC2=NC(=C(N21)C=O)N(CCO)CC(F)(F)F,CBZ3-P-E963AF02D74BEE70,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
GXGJYWKSKHDQFQ-UHFFFAOYSA-N,ZJAFJQWSKGGAMW-UHFFFAOYSA-N,C1=CN=C2C=C(NC2=C1OCC(F)(F)F)C=O,C1=CC(=CC(=C1)SC2=C(C=C(C=C2)C#N)C3=CC=C(O3)C=O)C(F)(F)F,CBZ3-P-19078EF9007D43F4,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
ZJAFJQWSKGGAMW-UHFFFAOYSA-N,GXGJYWKSKHDQFQ-UHFFFAOYSA-N,C1=CC(=CC(=C1)SC2=C(C=C(C=C2)C#N)C3=CC=C(O3)C=O)C(F)(F)F,C1=CN=C2C=C(NC2=C1OCC(F)(F)F)C=O,CBZ3-P-19078EF9007D43F4,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
JGMPEWFMMNIGFN-UHFFFAOYSA-N,SGCPJSCIOHPRCA-UHFFFAOYSA-N,COC1=C(C(=NC(=C1)C#N)C(F)F)C=O,C1=CC=C(C=C1)CN2C(=C(C=N2)C=O)Cl,CBZ3-P-15DF7867BE1437ED,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
SGCPJSCIOHPRCA-UHFFFAOYSA-N,JGMPEWFMMNIGFN-UHFFFAOYSA-N,C1=CC=C(C=C1)CN2C(=C(C=N2)C=O)Cl,COC1=C(C(=NC(=C1)C#N)C(F)F)C=O,CBZ3-P-15DF7867BE1437ED,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
IVFAQLUTTZAZPL-UHFFFAOYSA-N,QQNRMRMMCPMDGP-UHFFFAOYSA-N,C1=C(C=C(C=C1F)F)CN2C=C(N=C2C=O)Br,C1=CC=C(C=C1)C2=NC(=C(C=C2)C=O)N,CBZ3-P-47E32A3A1A614410,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
QQNRMRMMCPMDGP-UHFFFAOYSA-N,IVFAQLUTTZAZPL-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=NC(=C(C=C2)C=O)N,C1=C(C=C(C=C1F)F)CN2C=C(N=C2C=O)Br,CBZ3-P-47E32A3A1A614410,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
GYKANGUJOVGXFR-UHFFFAOYSA-N,SIBBHWNTLLWMSD-UHFFFAOYSA-N,CCOCCN1C(=O)C2=C(N(C1=O)CCCF)SC(=C2C)C=O,C1=C2C=C(SC2=C(C(=C1O)Cl)Cl)C=O,CBZ3-P-D18EF00F8882557D,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
SIBBHWNTLLWMSD-UHFFFAOYSA-N,GYKANGUJOVGXFR-UHFFFAOYSA-N,C1=C2C=C(SC2=C(C(=C1O)Cl)Cl)C=O,CCOCCN1C(=O)C2=C(N(C1=O)CCCF)SC(=C2C)C=O,CBZ3-P-D18EF00F8882557D,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
DSDATFRBNVUDAC-UHFFFAOYSA-N,OASHOYAABAPEEL-UHFFFAOYSA-N,C1=C(C(=NO1)CCCl)C=O,CCC1=NN(C(=C1C=O)C)C2=CC=C(C=C2)OC(F)F,CBZ3-P-EF8B3924F163C327,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
OASHOYAABAPEEL-UHFFFAOYSA-N,DSDATFRBNVUDAC-UHFFFAOYSA-N,CCC1=NN(C(=C1C=O)C)C2=CC=C(C=C2)OC(F)F,C1=C(C(=NO1)CCCl)C=O,CBZ3-P-EF8B3924F163C327,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
GAPUHCWBTLOKHN-UHFFFAOYSA-N,JMERMZKEYUVDBQ-UHFFFAOYSA-N,COCN1C2=CC=CC=C2N=C1C=O,COC1=C(C(=NC(=C1)CN)OC(F)(F)F)C=O,CBZ3-P-DC035D9E1057AD89,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
JMERMZKEYUVDBQ-UHFFFAOYSA-N,GAPUHCWBTLOKHN-UHFFFAOYSA-N,COC1=C(C(=NC(=C1)CN)OC(F)(F)F)C=O,COCN1C2=CC=CC=C2N=C1C=O,CBZ3-P-DC035D9E1057AD89,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
AZNAVYWMRJEXFY-UHFFFAOYSA-N,IFTGMYFCBFRIGK-UHFFFAOYSA-N,C1CCOC(C1)N2C(=CC(=N2)C3=CC=CC=C3F)C=O,C1=C(C(=C(C(=N1)C=O)C(F)F)Cl)OC(F)(F)F,CBZ3-P-809BAE6BBB9F42A3,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
IFTGMYFCBFRIGK-UHFFFAOYSA-N,AZNAVYWMRJEXFY-UHFFFAOYSA-N,C1=C(C(=C(C(=N1)C=O)C(F)F)Cl)OC(F)(F)F,C1CCOC(C1)N2C(=CC(=N2)C3=CC=CC=C3F)C=O,CBZ3-P-809BAE6BBB9F42A3,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
MPKYFOLUNPONKB-UHFFFAOYSA-N,OVBQPTAGLVCRII-UHFFFAOYSA-N,C1=C(SC(=C1)C2=NOC(=N2)C(F)(F)F)C=O,CC1=C(C=CC(=C1)N2C3=C(C=C(C=C3)F)C(=C2C(C)C)C=O)F,CBZ3-P-79EC3CA73296EFDE,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
OVBQPTAGLVCRII-UHFFFAOYSA-N,MPKYFOLUNPONKB-UHFFFAOYSA-N,CC1=C(C=CC(=C1)N2C3=C(C=C(C=C3)F)C(=C2C(C)C)C=O)F,C1=C(SC(=C1)C2=NOC(=N2)C(F)(F)F)C=O,CBZ3-P-79EC3CA73296EFDE,train,B_donor_A_acceptor,aromatic_hetero__aromatic_hetero
GBCFXQPEQBTICS-UHFFFAOYSA-N,ZDEZZTUHJDWQLV-UHFFFAOYSA-N,COC1=C(C=C(N=C1I)C=O)OC(F)(F)F,C1=CC(=C(N=C1)OCC(C(F)F)(F)F)C=O,CBZ3-P-9B6CEB268D277E1D,train,A_donor_B_acceptor,aromatic_hetero__aromatic_hetero
