ald_idx,name,smiles_raw,InChIKey,cho_class,xtb_risk,smiles_canonical,scaffold,scaffold_split_legacy,computable
1605,4-[benzyl(ethyl)amino]benzaldehyde,CCN(CC1=CC=CC=C1)C2=CC=C(C=C2)C=O,YVBIDCBDRUUGEA-UHFFFAOYSA-N,aromatic_carbo,,CCN(Cc1ccccc1)c1ccc(C=O)cc1,c1ccc(CNc2ccccc2)cc1,train,
1606,2-(benzenesulfonyl)benzaldehyde,C1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2C=O,CWKMIEALBOKDCD-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1ccccc1S(=O)(=O)c1ccccc1,O=S(=O)(c1ccccc1)c1ccccc1,train,
1607,3-(N-ethyl-4-formyl-3-methylanilino)propanenitrile,CCN(CCC#N)C1=CC(=C(C=C1)C=O)C,VTXVKMVZEXXUIC-UHFFFAOYSA-N,aromatic_carbo,,CCN(CCC#N)c1ccc(C=O)c(C)c1,c1ccccc1,train,
1608,3-[N-(2-cyanoethyl)-4-formylanilino]propanenitrile,C1=CC(=CC=C1C=O)N(CCC#N)CCC#N,VWILPRABHZNINB-UHFFFAOYSA-N,aromatic_carbo,,N#CCCN(CCC#N)c1ccc(C=O)cc1,c1ccccc1,train,
1609,3-[2-methyl-4-(2-methylpropyl)phenyl]propanal,CC1=C(C=CC(=C1)CC(C)C)CCC=O,UKZXPOJABTXLMK-UHFFFAOYSA-N,aliphatic,,Cc1cc(CC(C)C)ccc1CCC=O,c1ccccc1,train,
1610,"5,9-dimethyldec-4-enal",CC(C)CCCC(=CCCC=O)C,GUPPEAFTCCFGGC-UHFFFAOYSA-N,aliphatic,,CC(=CCCC=O)CCCC(C)C,__no_ring__CC(C)CCCC(=CCCC=O)C,test,
1611,"9-hydroxy-5,9-dimethyldec-4-enal",CC(=CCCC=O)CCCC(C)(C)O,IVCJGAUQMMORNE-UHFFFAOYSA-N,aliphatic,,CC(=CCCC=O)CCCC(C)(C)O,__no_ring__CC(=CCCC=O)CCCC(C)(C)O,train,
1612,5-(2-formyl-3-hydroxyphenoxy)pentanoic acid,C1=CC(=C(C(=C1)OCCCCC(=O)O)C=O)O,NSUDGNLOXMLAEB-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1c(O)cccc1OCCCCC(=O)O,c1ccccc1,train,
1613,"methyl (1S,12S,13R,14S,15E)-15-ethylidene-13-formyl-3,17-diazapentacyclo[12.3.1.02,10.04,9.012,17]octadeca-2(10),4,6,8-tetraene-13-carboxylate",C/C=C\1/CN2[C@H]3C[C@@H]1[C@@]([C@@H]2CC4=C3NC5=CC=CC=C45)(C=O)C(=O)OC,BRJNQOSDCDNITN-QZQCDTMFSA-N,aliphatic,,C/C=C1/CN2[C@H]3Cc4c([nH]c5ccccc45)[C@@H]2C[C@@H]1[C@@]3(C=O)C(=O)OC,C=C1CN2[C@H]3Cc4c([nH]c5ccccc45)[C@@H]2C[C@@H]1C3,train,
1614,2-hydroxy-2-(1H-indol-3-yl)acetaldehyde,C1=CC=C2C(=C1)C(=CN2)C(C=O)O,XKZDNWMDLGQXML-UHFFFAOYSA-N,aliphatic,,O=CC(O)c1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1,train,
1615,3-[amino-[bis(2-chloroethyl)amino]phosphoryl]oxypropanal,C(COP(=O)(N)N(CCCl)CCCl)C=O,QMGUSPDJTPDFSF-UHFFFAOYSA-N,aliphatic,phosphorus,NP(=O)(OCCC=O)N(CCCl)CCCl,__no_ring__C(COP(=O)(N)N(CCCl)CCCl)C=O,train,
1616,(2S)-2-amino-3-(4-hydroxyphenyl)propanal,C1=CC(=CC=C1C[C@@H](C=O)N)O,DXGAIOIQACHYRK-QMMMGPOBSA-N,aliphatic,,N[C@H](C=O)Cc1ccc(O)cc1,c1ccccc1,train,
1617,(Z)-12-oxododec-9-enoic acid,C(CCC/C=C\CC=O)CCCC(=O)O,KIHXTOVLSZRTHJ-ALCCZGGFSA-N,aliphatic,,O=CC/C=C\CCCCCCCC(=O)O,__no_ring__C(CCC/C=C\CC=O)CCCC(=O)O,test,
1618,1-(4-fluorophenyl)-1-(3-oxopropyl)-3H-2-benzofuran-5-carbonitrile,C1C2=C(C=CC(=C2)C#N)C(O1)(CCC=O)C3=CC=C(C=C3)F,BBYAFETUIKMLSF-UHFFFAOYSA-N,aliphatic,,N#Cc1ccc2c(c1)COC2(CCC=O)c1ccc(F)cc1,c1ccc(C2OCc3ccccc32)cc1,train,
1619,"5-(2,5-dioxo-4-phenylimidazolidin-4-yl)-2-hydroxybenzaldehyde",C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC(=C(C=C3)O)C=O,IVKHYRHKQDQYFC-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc(C2(c3ccccc3)NC(=O)NC2=O)ccc1O,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,train,
1620,2-hydroxy-2-methylpropanal,CC(C)(C=O)O,HNVAGBIANFAIIL-UHFFFAOYSA-N,aliphatic,,CC(C)(O)C=O,__no_ring__CC(C)(C=O)O,train,
1621,2-amino-3-(1H-imidazol-5-yl)propanal,C1=C(NC=N1)CC(C=O)N,VYOIELONWKIZJS-UHFFFAOYSA-N,aliphatic,,NC(C=O)Cc1cnc[nH]1,c1c[nH]cn1,train,
1622,"[(2R,3S)-2,3-dihydroxy-5-oxopentyl] dihydrogen phosphate",C(C=O)[C@@H]([C@@H](COP(=O)(O)O)O)O,ALQNUOMIEBHXQG-CRCLSJGQSA-N,aliphatic,phosphorus,O=CC[C@H](O)[C@H](O)COP(=O)(O)O,__no_ring__C(C=O)[C@@H]([C@@H](COP(=O)(O)O)O)O,train,
1623,"[(2R,3S,4R,5R)-5-acetamido-2,3,4-trihydroxy-6-oxohexyl] dihydrogen phosphate",CC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,QDSLHWJDSQGPEE-LXGUWJNJSA-N,aliphatic,phosphorus,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,__no_ring__CC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,train,
1624,"(2S,3R)-2,3,4-trihydroxybutanal",C([C@H]([C@@H](C=O)O)O)O,YTBSYETUWUMLBZ-QWWZWVQMSA-N,aliphatic,,O=C[C@@H](O)[C@H](O)CO,__no_ring__C([C@H]([C@@H](C=O)O)O)O,validation,
1625,"methyl 2-[(2R,3E,12bS)-3-ethylidene-2,4,6,7,12,12b-hexahydro-1H-indolo[2,3-a]quinolizin-2-yl]-3-oxopropanoate",C/C=C\1/CN2CCC3=C([C@@H]2C[C@@H]1C(C=O)C(=O)OC)NC4=CC=CC=C34,AUOFTPXWUVYOOQ-VJBMQPMPSA-N,aliphatic,,C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1C(C=O)C(=O)OC,C=C1CC[C@H]2c3[nH]c4ccccc4c3CCN2C1,test,
1626,"(2R,3S,4S)-2,3,4-trihydroxy-5-methylsulfanylpentanal",CSC[C@H]([C@H]([C@H](C=O)O)O)O,ACWASDPGAVYCNI-JKUQZMGJSA-N,aliphatic,,CSC[C@@H](O)[C@@H](O)[C@@H](O)C=O,__no_ring__CSC[C@H]([C@H]([C@H](C=O)O)O)O,test,
1627,3-amino-4-hydroxybenzaldehyde,C1=CC(=C(C=C1C=O)N)O,LMGGPKYAWHDOLR-UHFFFAOYSA-N,aromatic_carbo,,Nc1cc(C=O)ccc1O,c1ccccc1,train,
1628,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-(2-oxoethylsulfanyl)propan-2-yl]amino]-5-oxopentanoic acid,C(CC(=O)N[C@@H](CSCC=O)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,VKLQBAQSSOPXGF-YUMQZZPRSA-N,aliphatic,,N[C@@H](CCC(=O)N[C@@H](CSCC=O)C(=O)NCC(=O)O)C(=O)O,__no_ring__C(CC(=O)N[C@@H](CSCC=O)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,validation,
1629,"2-[(2R,3R,12bS)-3-ethenyl-1,2,3,4,6,7,12,12b-octahydroindolo[2,3-a]quinolizin-2-yl]acetaldehyde",C=C[C@H]1CN2CCC3=C([C@@H]2C[C@@H]1CC=O)NC4=CC=CC=C34,SERYQFDKEYVUFP-DEYYWGMASA-N,aliphatic,,C=C[C@H]1CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1CC=O,c1ccc2c3c([nH]c2c1)[C@@H]1CCCCN1CC3,test,
1630,5-oxooctanal,CCCC(=O)CCCC=O,NKKMPIXWEPUSCG-UHFFFAOYSA-N,aliphatic,,CCCC(=O)CCCC=O,__no_ring__CCCC(=O)CCCC=O,validation,
1631,"[(S)-(2-formyl-3,4-dimethoxyphenyl)-[(5R)-4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]methyl] acetate",CC(=O)O[C@H]([C@H]1C2=C(C3=C(C=C2CCN1C)OCO3)OC)C4=C(C(=C(C=C4)OC)OC)C=O,JUUOWVIBIPDOSQ-IRLDBZIGSA-N,aromatic_carbo,,COc1ccc([C@H](OC(C)=O)[C@H]2c3c(cc4c(c3OC)OCO4)CCN2C)c(C=O)c1OC,c1ccc(C[C@@H]2NCCc3cc4c(cc32)OCO4)cc1,test,
1632,"[(2R,3S,4R,5S)-5-acetamido-2,3,4-trihydroxy-6-oxohexyl] dihydrogen phosphate",CC(=O)N[C@H](C=O)[C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,QDSLHWJDSQGPEE-WCTZXXKLSA-N,aliphatic,phosphorus,CC(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,__no_ring__CC(=O)N[C@H](C=O)[C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,train,
1633,(2S)-2-amino-5-oxo-5-(4-oxobutylamino)pentanoic acid,C(CC=O)CNC(=O)CC[C@@H](C(=O)O)N,JZNLEPLZUABCSQ-ZETCQYMHSA-N,aliphatic,,N[C@@H](CCC(=O)NCCCC=O)C(=O)O,__no_ring__C(CC=O)CNC(=O)CC[C@@H](C(=O)O)N,test,
1634,"[(S)-(2-formyl-3,4-dimethoxyphenyl)-[(5R)-4-hydroxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]methyl] acetate",CC(=O)O[C@H]([C@H]1C2=C(C3=C(C=C2CCN1C)OCO3)O)C4=C(C(=C(C=C4)OC)OC)C=O,XKBBRFAPWMBHPG-KNQAVFIVSA-N,aromatic_carbo,,COc1ccc([C@H](OC(C)=O)[C@H]2c3c(cc4c(c3O)OCO4)CCN2C)c(C=O)c1OC,c1ccc(C[C@@H]2NCCc3cc4c(cc32)OCO4)cc1,test,
1635,"methyl (1S,12S,13R,14R,15E)-15-ethylidene-13-formyl-3,17-diazapentacyclo[12.3.1.02,10.04,9.012,17]octadeca-2(10),4,6,8-tetraene-13-carboxylate",C/C=C\1/CN2[C@H]3C[C@H]1[C@@]([C@@H]2CC4=C3NC5=CC=CC=C45)(C=O)C(=O)OC,BRJNQOSDCDNITN-VDMSZYBVSA-N,aliphatic,,C/C=C1/CN2[C@H]3Cc4c([nH]c5ccccc45)[C@@H]2C[C@H]1[C@@]3(C=O)C(=O)OC,,,
1636,"(2R,3S,4R,5R)-2,3,4,5-tetrahydroxy-6-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyhexanal",C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O)O)O,CPYCUQCIDSHOHI-IFLAJBTPSA-N,aliphatic,,C[C@@H]1O[C@@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O)[C@H](O)[C@H](O)[C@H]1O,C1CCOCC1,train,
1637,"(2R)-2,3,4-trihydroxy-3-(hydroxymethyl)butanal",C(C(CO)([C@H](C=O)O)O)O,AVGPOAXYRRIZMM-BYPYZUCNSA-N,aliphatic,,O=C[C@H](O)C(O)(CO)CO,__no_ring__C(C(CO)([C@H](C=O)O)O)O,test,
1638,"4,9-dihydroxy-3-methoxy-1,7-dimethyl-2-(3-methylbut-2-enoyl)-6-oxobenzo[b][1,4]benzodioxepine-10-carbaldehyde",CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3O)OC)C(=O)C=C(C)C)C)C=O)O,RPSLZGPKLQLZGH-UHFFFAOYSA-N,aromatic_carbo,,COc1c(O)c2c(c(C)c1C(=O)C=C(C)C)Oc1c(C=O)c(O)cc(C)c1C(=O)O2,O=C1Oc2ccccc2Oc2ccccc21,train,
1639,"8-chloro-4,9-dihydroxy-3-methoxy-1,7-dimethyl-2-(3-methylbut-2-enoyl)-6-oxobenzo[b][1,4]benzodioxepine-10-carbaldehyde",CC1=C2C(=C(C(=C1Cl)O)C=O)OC3=C(C(=C(C(=C3C)C(=O)C=C(C)C)OC)O)OC2=O,JTGLZOMMRQOKBM-UHFFFAOYSA-N,aromatic_carbo,,COc1c(O)c2c(c(C)c1C(=O)C=C(C)C)Oc1c(C=O)c(O)c(Cl)c(C)c1C(=O)O2,O=C1Oc2ccccc2Oc2ccccc21,train,
1640,"9-chloro-8,13-dihydroxy-2,2,5,10-tetramethyl-4,11-dioxo-3H-chromeno[6,7-b][1,4]benzodioxepine-7-carbaldehyde",CC1=C2C(=O)CC(OC2=C(C3=C1OC4=C(C(=C(C(=C4C(=O)O3)C)Cl)O)C=O)O)(C)C,BUWVABSQGVRXOI-UHFFFAOYSA-N,aromatic_carbo,,Cc1c2c(c(O)c3c1C(=O)CC(C)(C)O3)OC(=O)c1c(C)c(Cl)c(O)c(C=O)c1O2,O=C1CCOc2cc3c(cc21)Oc1ccccc1C(=O)O3,train,
1641,2-bromo-1H-indole-3-carbaldehyde,C1=CC=C2C(=C1)C(=C(N2)Br)C=O,WIRLVLFYTTULCM-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1c(Br)[nH]c2ccccc12,c1ccc2[nH]ccc2c1,train,
1642,"2,9-dihydroxy-4,7-dimethyl-3-(3-methylbut-2-enyl)-6-oxobenzo[b][1,4]benzodioxepine-10-carbaldehyde",CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C=C(C(=C3C)CC=C(C)C)O)C=O)O,FMQCQXQSBWELFR-UHFFFAOYSA-N,aromatic_carbo,,CC(C)=CCc1c(O)cc2c(c1C)OC(=O)c1c(C)cc(O)c(C=O)c1O2,O=C1Oc2ccccc2Oc2ccccc21,train,
1643,"2,6-dihydroxy-9H-carbazole-3-carbaldehyde",C1=CC2=C(C=C1O)C3=C(N2)C=C(C(=C3)C=O)O,RCFXXMDGOAHNQH-UHFFFAOYSA-N,aromatic_carbo,,O=Cc1cc2c(cc1O)[nH]c1ccc(O)cc12,c1ccc2c(c1)[nH]c1ccccc12,train,
1644,"(2'R,3R,4S,4aR,5R,5'S,7R,8R,8aS)-4-(carboxymethyl)-4-formyl-5'-(furan-3-yl)-2',3,5-trihydroxy-7,8a-bis(hydroxymethyl)spiro[1,2,3,5,6,7-hexahydronaphthalene-8,3'-oxolane]-4a-carboxylic acid",C1C[C@@]2([C@@]3(C[C@H](O[C@H]3O)C4=COC=C4)[C@@H](C[C@H]([C@@]2([C@]([C@@H]1O)(CC(=O)O)C=O)C(=O)O)O)CO)CO,DGMXGJQMPUKDQN-VLGBJMDQSA-N,aliphatic,,O=C[C@]1(CC(=O)O)[C@H](O)CC[C@]2(CO)[C@@]3(C[C@@H](c4ccoc4)O[C@H]3O)[C@H](CO)C[C@@H](O)[C@@]21C(=O)O,c1cc([C@@H]2C[C@]3(CCCC4CCCCC43)CO2)co1,validation,
1645,"7-hydroxy-3-[2-hydroxy-4-methoxy-3-(3-methylbut-2-enyl)phenyl]-5-methoxy-3,4-dihydro-2H-chromene-8-carbaldehyde",CC(=CCC1=C(C=CC(=C1O)C2CC3=C(C=C(C(=C3OC2)C=O)O)OC)OC)C,KZQAGRHRFKIERV-UHFFFAOYSA-N,aromatic_carbo,,COc1ccc(C2COc3c(C=O)c(O)cc(OC)c3C2)c(O)c1CC=C(C)C,c1ccc(C2COc3ccccc3C2)cc1,test,
1646,"2,2,3,3,3-pentafluoropropanal",C(=O)C(C(F)(F)F)(F)F,IRPGOXJVTQTAAN-UHFFFAOYSA-N,aliphatic,,O=CC(F)(F)C(F)(F)F,__no_ring__C(=O)C(C(F)(F)F)(F)F,train,
1647,"3-methoxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzaldehyde",COC1=C(C=CC(=C1)C=O)OC2C(C(C(C(O2)CO)O)O)O,LPRNQMUKVDHCFX-UHFFFAOYSA-N,aromatic_carbo,,COc1cc(C=O)ccc1OC1OC(CO)C(O)C(O)C1O,c1ccc(OC2CCCCO2)cc1,train,
1648,4-(4-fluorophenyl)-4-oxobutanal,C1=CC(=CC=C1C(=O)CCC=O)F,IUPCCVUTZAKOGW-UHFFFAOYSA-N,aliphatic,,O=CCCC(=O)c1ccc(F)cc1,c1ccccc1,train,
1649,2-(4-methylcyclohexen-1-yl)propanal,CC1CCC(=CC1)C(C)C=O,SPXGCTAVKRKSKR-UHFFFAOYSA-N,aliphatic,,CC1CC=C(C(C)C=O)CC1,C1=CCCCC1,train,
1650,but-3-ynal,C#CCC=O,OGQNOIVDVXRWRE-UHFFFAOYSA-N,aliphatic,,C#CCC=O,__no_ring__C#CCC=O,train,
1651,"3,3-dimethyl-11H-pyrano[3,2-a]carbazole-5-carbaldehyde",CC1(C=CC2=C(O1)C(=CC3=C2NC4=CC=CC=C43)C=O)C,UBTAPPWQYRWQOH-UHFFFAOYSA-N,aromatic_carbo,,CC1(C)C=Cc2c(c(C=O)cc3c2[nH]c2ccccc23)O1,C1=Cc2c(ccc3c2[nH]c2ccccc23)OC1,train,
1652,methyl 3-formyl-1H-indole-2-sulfinate,COS(=O)C1=C(C2=CC=CC=C2N1)C=O,OWWULYVDNVCJLP-UHFFFAOYSA-N,aromatic_hetero,,COS(=O)c1[nH]c2ccccc2c1C=O,c1ccc2[nH]ccc2c1,train,
1653,"3,4,5-trimethylbenzaldehyde",CC1=CC(=CC(=C1C)C)C=O,SYBPMJLJCUCJGM-UHFFFAOYSA-N,aromatic_carbo,,Cc1cc(C=O)cc(C)c1C,c1ccccc1,train,
1654,1-oxoisochromene-3-carbaldehyde,C1=CC=C2C(=C1)C=C(OC2=O)C=O,ALHVSADYXQWYJH-UHFFFAOYSA-N,aromatic_hetero,,O=Cc1cc2ccccc2c(=O)o1,O=c1occc2ccccc12,train,
1655,"3-methyl-3-(4-methylpent-3-enyl)-11H-pyrano[3,2-a]carbazole-5-carbaldehyde",CC(=CCCC1(C=CC2=C(O1)C(=CC3=C2NC4=CC=CC=C43)C=O)C)C,VEZSSHVWEILOAM-UHFFFAOYSA-N,aromatic_carbo,,CC(C)=CCCC1(C)C=Cc2c(c(C=O)cc3c2[nH]c2ccccc23)O1,C1=Cc2c(ccc3c2[nH]c2ccccc23)OC1,train,
1656,"N-[(2R,3S,4R,5S)-3,4,5,6-tetrahydroxy-1-oxohexan-2-yl]acetamide",CC(=O)N[C@@H](C=O)[C@@H]([C@H]([C@H](CO)O)O)O,MBLBDJOUHNCFQT-XAMCCFCMSA-N,aliphatic,,CC(=O)N[C@@H](C=O)[C@H](O)[C@@H](O)[C@@H](O)CO,__no_ring__CC(=O)N[C@@H](C=O)[C@@H]([C@H]([C@H](CO)O)O)O,train,
1657,"4-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzaldehyde",C1=CC(=CC=C1C=O)O[C@H]2[C@@H]([C@@H]([C@@H]([C@H](O2)CO)O)O)O,OLZAGZCCJJBKNZ-SYLRKERUSA-N,aromatic_carbo,,O=Cc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)cc1,c1ccc(O[C@H]2CCCCO2)cc1,train,
1658,"[(2R,3S,5R)-5-(5-formyl-2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C=O)COP(=O)(O)O)O,LVYWYEBCBRVIEG-XLPZGREQSA-N,aromatic_hetero,phosphorus,O=Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,O=c1ccn([C@H]2CCCO2)c(=O)[nH]1,train,
1659,1-benzyl-3-(imidazol-1-ylmethyl)-5-nitroindole-2-carbaldehyde,C1=CC=C(C=C1)CN2C3=C(C=C(C=C3)[N+](=O)[O-])C(=C2C=O)CN4C=CN=C4,QEODFJMVDIPNKP-UHFFFAOYSA-N,aromatic_hetero,nitro,O=Cc1c(Cn2ccnc2)c2cc([N+](=O)[O-])ccc2n1Cc1ccccc1,c1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1,train,
1660,(3S)-4-oxo-3-[[6-[[[4-(quinoxalin-2-ylamino)benzoyl]amino]methyl]pyridine-3-carbonyl]amino]butanoic acid,C1=CC=C2C(=C1)N=CC(=N2)NC3=CC=C(C=C3)C(=O)NCC4=NC=C(C=C4)C(=O)N[C@@H](CC(=O)O)C=O,GOTFAMYWTAZALY-FQEVSTJZSA-N,aliphatic,,O=C[C@H](CC(=O)O)NC(=O)c1ccc(CNC(=O)c2ccc(Nc3cnc4ccccc4n3)cc2)nc1,O=C(NCc1ccccn1)c1ccc(Nc2cnc3ccccc3n2)cc1,train,
1661,5-[[5-[[(2S)-1-carboxy-3-oxopropan-2-yl]carbamoyl]pyrazin-2-yl]methylsulfamoyl]-2-hydroxybenzoic acid,C1=CC(=C(C=C1S(=O)(=O)NCC2=CN=C(C=N2)C(=O)N[C@@H](CC(=O)O)C=O)C(=O)O)O,WZOPGEGZMUAACK-VIFPVBQESA-N,aliphatic,,O=C[C@H](CC(=O)O)NC(=O)c1cnc(CNS(=O)(=O)c2ccc(O)c(C(=O)O)c2)cn1,O=S(=O)(NCc1cnccn1)c1ccccc1,validation,
1662,"4-(2,4-dichloroanilino)-6,7-dimethoxyquinoline-3-carbaldehyde",COC1=C(C=C2C(=C1)C(=C(C=N2)C=O)NC3=C(C=C(C=C3)Cl)Cl)OC,SKRRXMAIMHHNCD-UHFFFAOYSA-N,aromatic_hetero,,COc1cc2ncc(C=O)c(Nc3ccc(Cl)cc3Cl)c2cc1OC,c1ccc(Nc2ccnc3ccccc23)cc1,train,
1663,(3S)-3-[[2-(3-methyl-4-propan-2-ylphenoxy)phenyl]sulfonylamino]-4-oxobutanoic acid,CC1=C(C=CC(=C1)OC2=CC=CC=C2S(=O)(=O)N[C@@H](CC(=O)O)C=O)C(C)C,LYHMKIWUMWSZLE-HNNXBMFYSA-N,aliphatic,,Cc1cc(Oc2ccccc2S(=O)(=O)N[C@H](C=O)CC(=O)O)ccc1C(C)C,c1ccc(Oc2ccccc2)cc1,train,
1664,"2-oxido-4-phenyl-1,2,5-oxadiazol-2-ium-3-carbaldehyde",C1=CC=C(C=C1)C2=NO[N+](=C2C=O)[O-],MNNADPGXJASGIU-UHFFFAOYSA-N,aromatic_hetero,n_oxide,O=Cc1c(-c2ccccc2)no[n+]1[O-],c1ccc(-c2c[nH+]on2)cc1,train,
1665,5-[[5-[[(2S)-1-carboxy-3-oxopropan-2-yl]carbamoyl]pyrimidin-2-yl]methylsulfamoyl]-2-hydroxybenzoic acid,C1=CC(=C(C=C1S(=O)(=O)NCC2=NC=C(C=N2)C(=O)N[C@@H](CC(=O)O)C=O)C(=O)O)O,USLNDGYXFRVAEJ-JTQLQIEISA-N,aliphatic,,O=C[C@H](CC(=O)O)NC(=O)c1cnc(CNS(=O)(=O)c2ccc(O)c(C(=O)O)c2)nc1,O=S(=O)(NCc1ncccn1)c1ccccc1,test,
1666,4-[[4-formyl-2-(3-methoxyphenyl)phenyl]methoxy-(3-methylimidazol-4-yl)methyl]benzonitrile,CN1C=NC=C1C(C2=CC=C(C=C2)C#N)OCC3=C(C=C(C=C3)C=O)C4=CC(=CC=C4)OC,OBUCNJQMVYNQBD-UHFFFAOYSA-N,aromatic_carbo,,COc1cccc(-c2cc(C=O)ccc2COC(c2ccc(C#N)cc2)c2cncn2C)c1,c1ccc(-c2ccccc2COC(c2ccccc2)c2cnc[nH]2)cc1,train,
1667,"2-[2-(2,3,4-trifluorophenyl)phenoxy]acetaldehyde",C1=CC=C(C(=C1)C2=C(C(=C(C=C2)F)F)F)OCC=O,SHBOZVYTDQJORM-UHFFFAOYSA-N,aliphatic,,O=CCOc1ccccc1-c1ccc(F)c(F)c1F,c1ccc(-c2ccccc2)cc1,train,
1668,"2-[2-[2,3-difluoro-4-(2-methylpropyl)phenyl]phenoxy]acetaldehyde",CC(C)CC1=C(C(=C(C=C1)C2=CC=CC=C2OCC=O)F)F,DKFPXJJEONKADI-UHFFFAOYSA-N,aliphatic,,CC(C)Cc1ccc(-c2ccccc2OCC=O)c(F)c1F,c1ccc(-c2ccccc2)cc1,train,
1669,"2-[2-(2,3-difluoro-4-propylphenyl)phenoxy]acetaldehyde",CCCC1=C(C(=C(C=C1)C2=CC=CC=C2OCC=O)F)F,WMMHHGWEKUWSLN-UHFFFAOYSA-N,aliphatic,,CCCc1ccc(-c2ccccc2OCC=O)c(F)c1F,c1ccc(-c2ccccc2)cc1,train,
1670,5-[5-[[(2S)-1-carboxy-3-oxopropan-2-yl]carbamoyl]octylsulfamoyl]-2-hydroxybenzoic acid,CCCC(CCCCNS(=O)(=O)C1=CC(=C(C=C1)O)C(=O)O)C(=O)N[C@@H](CC(=O)O)C=O,JKGLLROZZOXBOO-KZUDCZAMSA-N,aliphatic,,CCCC(CCCCNS(=O)(=O)c1ccc(O)c(C(=O)O)c1)C(=O)N[C@H](C=O)CC(=O)O,c1ccccc1,train,
1671,5-[[5-[[(2S)-1-carboxy-3-oxopropan-2-yl]carbamoyl]-6-methylheptyl]sulfamoyl]-2-hydroxybenzoic acid,CC(C)C(CCCCNS(=O)(=O)C1=CC(=C(C=C1)O)C(=O)O)C(=O)N[C@@H](CC(=O)O)C=O,OUPLZEATDHGVRD-CFMCSPIPSA-N,aliphatic,,CC(C)C(CCCCNS(=O)(=O)c1ccc(O)c(C(=O)O)c1)C(=O)N[C@H](C=O)CC(=O)O,c1ccccc1,train,
1672,5-[[5-[[(2S)-1-carboxy-3-oxopropan-2-yl]carbamoyl]-7-methyloctyl]sulfamoyl]-2-hydroxybenzoic acid,CC(C)CC(CCCCNS(=O)(=O)C1=CC(=C(C=C1)O)C(=O)O)C(=O)N[C@@H](CC(=O)O)C=O,WUXRERCPLYVVGX-LOACHALJSA-N,aliphatic,,CC(C)CC(CCCCNS(=O)(=O)c1ccc(O)c(C(=O)O)c1)C(=O)N[C@H](C=O)CC(=O)O,c1ccccc1,train,
1673,5-[[6-[[(2S)-1-carboxy-3-oxopropan-2-yl]amino]-6-oxo-5-phenylhexyl]carbamoyl]-2-hydroxybenzoic acid,C1=CC=C(C=C1)C(CCCCNC(=O)C2=CC(=C(C=C2)O)C(=O)O)C(=O)N[C@@H](CC(=O)O)C=O,JSVOUHNVRPMUNH-ZENAZSQFSA-N,aliphatic,,O=C[C@H](CC(=O)O)NC(=O)C(CCCCNC(=O)c1ccc(O)c(C(=O)O)c1)c1ccccc1,O=C(NCCCCCc1ccccc1)c1ccccc1,train,
