id,xyz_file,error
QHAOZYGATDGQCS-UHFFFAOYSA-N__CPVXZLYYDWKENJ-ZDUSSCGKSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0039/xyz_prod/prod_QHAOZYGATDGQCS-UHFFFAOYSA-N__CPVXZLYYDWKENJ-ZDUSSCGKSA-N.xyz,
CPVXZLYYDWKENJ-ZDUSSCGKSA-N__QHAOZYGATDGQCS-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0039/xyz_prod/prod_CPVXZLYYDWKENJ-ZDUSSCGKSA-N__QHAOZYGATDGQCS-UHFFFAOYSA-N.xyz,
XVADPRDYSGSYQC-UHFFFAOYSA-N__ISSLVKPPQRKHAS-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0039/xyz_prod/prod_XVADPRDYSGSYQC-UHFFFAOYSA-N__ISSLVKPPQRKHAS-UHFFFAOYSA-N.xyz,
ISSLVKPPQRKHAS-UHFFFAOYSA-N__XVADPRDYSGSYQC-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0039/xyz_prod/prod_ISSLVKPPQRKHAS-UHFFFAOYSA-N__XVADPRDYSGSYQC-UHFFFAOYSA-N.xyz,
MAAURLDZNVRTHO-UHFFFAOYSA-N__ZSBBYPUGWRJZGY-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0039/xyz_prod/prod_MAAURLDZNVRTHO-UHFFFAOYSA-N__ZSBBYPUGWRJZGY-UHFFFAOYSA-N.xyz,
ZSBBYPUGWRJZGY-UHFFFAOYSA-N__MAAURLDZNVRTHO-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0039/xyz_prod/prod_ZSBBYPUGWRJZGY-UHFFFAOYSA-N__MAAURLDZNVRTHO-UHFFFAOYSA-N.xyz,
NUZGKFYTUMQPJX-UHFFFAOYSA-N__LHAWJRQIPGIXIZ-BVHINDKJSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0039/xyz_prod/prod_NUZGKFYTUMQPJX-UHFFFAOYSA-N__LHAWJRQIPGIXIZ-BVHINDKJSA-N.xyz,
LHAWJRQIPGIXIZ-BVHINDKJSA-N__NUZGKFYTUMQPJX-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0039/xyz_prod/prod_LHAWJRQIPGIXIZ-BVHINDKJSA-N__NUZGKFYTUMQPJX-UHFFFAOYSA-N.xyz,
GGNKIZSZXKRSJH-UHFFFAOYSA-N__LMWNQPUYOLOJQP-ZYUZMQFOSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0039/xyz_prod/prod_GGNKIZSZXKRSJH-UHFFFAOYSA-N__LMWNQPUYOLOJQP-ZYUZMQFOSA-N.xyz,
LMWNQPUYOLOJQP-ZYUZMQFOSA-N__GGNKIZSZXKRSJH-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0039/xyz_prod/prod_LMWNQPUYOLOJQP-ZYUZMQFOSA-N__GGNKIZSZXKRSJH-UHFFFAOYSA-N.xyz,
NVUVGRBRPFOHKI-QGZVFWFLSA-N__VYJAQWFELPYIQI-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0039/xyz_prod/prod_NVUVGRBRPFOHKI-QGZVFWFLSA-N__VYJAQWFELPYIQI-UHFFFAOYSA-N.xyz,
VYJAQWFELPYIQI-UHFFFAOYSA-N__NVUVGRBRPFOHKI-QGZVFWFLSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0039/xyz_prod/prod_VYJAQWFELPYIQI-UHFFFAOYSA-N__NVUVGRBRPFOHKI-QGZVFWFLSA-N.xyz,
XAYKMQRPZRNJNL-UHFFFAOYSA-N__AHIGDEBYVUAIQE-GWCFXTLKSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_XAYKMQRPZRNJNL-UHFFFAOYSA-N__AHIGDEBYVUAIQE-GWCFXTLKSA-N.xyz,
AHIGDEBYVUAIQE-GWCFXTLKSA-N__XAYKMQRPZRNJNL-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_AHIGDEBYVUAIQE-GWCFXTLKSA-N__XAYKMQRPZRNJNL-UHFFFAOYSA-N.xyz,
QBOPICQGFGIYPY-UHFFFAOYSA-N__BQDZYNPBJQOKLM-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_QBOPICQGFGIYPY-UHFFFAOYSA-N__BQDZYNPBJQOKLM-UHFFFAOYSA-N.xyz,
BQDZYNPBJQOKLM-UHFFFAOYSA-N__QBOPICQGFGIYPY-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_BQDZYNPBJQOKLM-UHFFFAOYSA-N__QBOPICQGFGIYPY-UHFFFAOYSA-N.xyz,
QETNZXRINWUIJM-UHFFFAOYSA-N__UTRLQNQQNPCEFH-KUHUBIRLSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_QETNZXRINWUIJM-UHFFFAOYSA-N__UTRLQNQQNPCEFH-KUHUBIRLSA-N.xyz,
UTRLQNQQNPCEFH-KUHUBIRLSA-N__QETNZXRINWUIJM-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_UTRLQNQQNPCEFH-KUHUBIRLSA-N__QETNZXRINWUIJM-UHFFFAOYSA-N.xyz,
BKJFHBZANQQLNO-UHFFFAOYSA-N__DIGFTFWBOHPVJX-HOCLYGCPSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_BKJFHBZANQQLNO-UHFFFAOYSA-N__DIGFTFWBOHPVJX-HOCLYGCPSA-N.xyz,
DIGFTFWBOHPVJX-HOCLYGCPSA-N__BKJFHBZANQQLNO-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_DIGFTFWBOHPVJX-HOCLYGCPSA-N__BKJFHBZANQQLNO-UHFFFAOYSA-N.xyz,
OMBYOPNOROKVEG-UHFFFAOYSA-N__XLMMMQPNBKSQBF-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_OMBYOPNOROKVEG-UHFFFAOYSA-N__XLMMMQPNBKSQBF-UHFFFAOYSA-N.xyz,
XLMMMQPNBKSQBF-UHFFFAOYSA-N__OMBYOPNOROKVEG-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_XLMMMQPNBKSQBF-UHFFFAOYSA-N__OMBYOPNOROKVEG-UHFFFAOYSA-N.xyz,
VUWYJJXYDLFVRI-UHFFFAOYSA-N__WBFXGYAMUPYCRK-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_VUWYJJXYDLFVRI-UHFFFAOYSA-N__WBFXGYAMUPYCRK-UHFFFAOYSA-N.xyz,
WBFXGYAMUPYCRK-UHFFFAOYSA-N__VUWYJJXYDLFVRI-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_WBFXGYAMUPYCRK-UHFFFAOYSA-N__VUWYJJXYDLFVRI-UHFFFAOYSA-N.xyz,
YLNBDTMXYBMXTF-UHFFFAOYSA-N__VRJVGDVEPTVUKG-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_YLNBDTMXYBMXTF-UHFFFAOYSA-N__VRJVGDVEPTVUKG-UHFFFAOYSA-N.xyz,
VRJVGDVEPTVUKG-UHFFFAOYSA-N__YLNBDTMXYBMXTF-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_VRJVGDVEPTVUKG-UHFFFAOYSA-N__YLNBDTMXYBMXTF-UHFFFAOYSA-N.xyz,
RBFUQMNZKKPAOY-UHFFFAOYSA-N__HJEZECHXNNYQRS-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_RBFUQMNZKKPAOY-UHFFFAOYSA-N__HJEZECHXNNYQRS-UHFFFAOYSA-N.xyz,
HJEZECHXNNYQRS-UHFFFAOYSA-N__RBFUQMNZKKPAOY-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_HJEZECHXNNYQRS-UHFFFAOYSA-N__RBFUQMNZKKPAOY-UHFFFAOYSA-N.xyz,
HYQWKINERDAWPQ-UHFFFAOYSA-N__YIUBTWAKNAKHGQ-FQEVSTJZSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_HYQWKINERDAWPQ-UHFFFAOYSA-N__YIUBTWAKNAKHGQ-FQEVSTJZSA-N.xyz,
YIUBTWAKNAKHGQ-FQEVSTJZSA-N__HYQWKINERDAWPQ-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_YIUBTWAKNAKHGQ-FQEVSTJZSA-N__HYQWKINERDAWPQ-UHFFFAOYSA-N.xyz,
UWWCWKTYRPTIGX-UHFFFAOYSA-N__NXDHWWORWZQVSF-OXGAQCCNSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_UWWCWKTYRPTIGX-UHFFFAOYSA-N__NXDHWWORWZQVSF-OXGAQCCNSA-N.xyz,
NXDHWWORWZQVSF-OXGAQCCNSA-N__UWWCWKTYRPTIGX-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_NXDHWWORWZQVSF-OXGAQCCNSA-N__UWWCWKTYRPTIGX-UHFFFAOYSA-N.xyz,
UBZLDCYOINMDCA-UHFFFAOYSA-N__UWCQBNYXWUVHRM-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_UBZLDCYOINMDCA-UHFFFAOYSA-N__UWCQBNYXWUVHRM-UHFFFAOYSA-N.xyz,
UWCQBNYXWUVHRM-UHFFFAOYSA-N__UBZLDCYOINMDCA-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_UWCQBNYXWUVHRM-UHFFFAOYSA-N__UBZLDCYOINMDCA-UHFFFAOYSA-N.xyz,
VJOTYGGBLSXZED-SOYHJAILSA-N__ZRAYSYFBWZJCQP-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_VJOTYGGBLSXZED-SOYHJAILSA-N__ZRAYSYFBWZJCQP-UHFFFAOYSA-N.xyz,
BBABBDWGWJDGGP-UHFFFAOYSA-N__MAJFJZDZPZVAKB-AMZPDFMZSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_BBABBDWGWJDGGP-UHFFFAOYSA-N__MAJFJZDZPZVAKB-AMZPDFMZSA-N.xyz,
ZRAYSYFBWZJCQP-UHFFFAOYSA-N__VJOTYGGBLSXZED-SOYHJAILSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_ZRAYSYFBWZJCQP-UHFFFAOYSA-N__VJOTYGGBLSXZED-SOYHJAILSA-N.xyz,
MAJFJZDZPZVAKB-AMZPDFMZSA-N__BBABBDWGWJDGGP-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_MAJFJZDZPZVAKB-AMZPDFMZSA-N__BBABBDWGWJDGGP-UHFFFAOYSA-N.xyz,
ILZAEDRBKBQJFU-LURJTMIESA-N__ZWXQPHICHCAGQB-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_ILZAEDRBKBQJFU-LURJTMIESA-N__ZWXQPHICHCAGQB-UHFFFAOYSA-N.xyz,
ZWXQPHICHCAGQB-UHFFFAOYSA-N__ILZAEDRBKBQJFU-LURJTMIESA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_ZWXQPHICHCAGQB-UHFFFAOYSA-N__ILZAEDRBKBQJFU-LURJTMIESA-N.xyz,
NVMMCXADNYGWNS-UHFFFAOYSA-N__VVSBEFSCQQAJKT-HOTGVXAUSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_NVMMCXADNYGWNS-UHFFFAOYSA-N__VVSBEFSCQQAJKT-HOTGVXAUSA-N.xyz,
VVSBEFSCQQAJKT-HOTGVXAUSA-N__NVMMCXADNYGWNS-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_VVSBEFSCQQAJKT-HOTGVXAUSA-N__NVMMCXADNYGWNS-UHFFFAOYSA-N.xyz,
VWQMBVCNKOZPKR-UHFFFAOYSA-N__CIJSASFKBICKKN-LGYOKWJYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_VWQMBVCNKOZPKR-UHFFFAOYSA-N__CIJSASFKBICKKN-LGYOKWJYSA-N.xyz,
CIJSASFKBICKKN-LGYOKWJYSA-N__VWQMBVCNKOZPKR-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_CIJSASFKBICKKN-LGYOKWJYSA-N__VWQMBVCNKOZPKR-UHFFFAOYSA-N.xyz,
HBNQTOCHYDUPNO-WUPPGAQESA-N__WKDPQSGACGSIIS-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_HBNQTOCHYDUPNO-WUPPGAQESA-N__WKDPQSGACGSIIS-UHFFFAOYSA-N.xyz,
WKDPQSGACGSIIS-UHFFFAOYSA-N__HBNQTOCHYDUPNO-WUPPGAQESA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0040/xyz_prod/prod_WKDPQSGACGSIIS-UHFFFAOYSA-N__HBNQTOCHYDUPNO-WUPPGAQESA-N.xyz,
FVIDMLDUBYIEAU-LLVKDONJSA-N__MVAFQSDJOSUQNW-INIZCTEOSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_FVIDMLDUBYIEAU-LLVKDONJSA-N__MVAFQSDJOSUQNW-INIZCTEOSA-N.xyz,
MVAFQSDJOSUQNW-INIZCTEOSA-N__FVIDMLDUBYIEAU-LLVKDONJSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_MVAFQSDJOSUQNW-INIZCTEOSA-N__FVIDMLDUBYIEAU-LLVKDONJSA-N.xyz,
WCCIOMSIDXOGNB-UHFFFAOYSA-N__COCHBUMAQXWBOA-XUUSCSPLSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_WCCIOMSIDXOGNB-UHFFFAOYSA-N__COCHBUMAQXWBOA-XUUSCSPLSA-N.xyz,
COCHBUMAQXWBOA-XUUSCSPLSA-N__WCCIOMSIDXOGNB-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_COCHBUMAQXWBOA-XUUSCSPLSA-N__WCCIOMSIDXOGNB-UHFFFAOYSA-N.xyz,
KJTNQUMRBDYNHH-UHFFFAOYSA-N__DXFXBHOPOCRDOX-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_KJTNQUMRBDYNHH-UHFFFAOYSA-N__DXFXBHOPOCRDOX-UHFFFAOYSA-N.xyz,
DXFXBHOPOCRDOX-UHFFFAOYSA-N__KJTNQUMRBDYNHH-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_DXFXBHOPOCRDOX-UHFFFAOYSA-N__KJTNQUMRBDYNHH-UHFFFAOYSA-N.xyz,
DRAKXFDUCAQJLK-UHFFFAOYSA-N__PEIUQQRFQZZTDD-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_DRAKXFDUCAQJLK-UHFFFAOYSA-N__PEIUQQRFQZZTDD-UHFFFAOYSA-N.xyz,
PEIUQQRFQZZTDD-UHFFFAOYSA-N__DRAKXFDUCAQJLK-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_PEIUQQRFQZZTDD-UHFFFAOYSA-N__DRAKXFDUCAQJLK-UHFFFAOYSA-N.xyz,
ILVRNCFSHQQLQR-UHFFFAOYSA-N__LSMCWAFSYOWWCQ-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_ILVRNCFSHQQLQR-UHFFFAOYSA-N__LSMCWAFSYOWWCQ-UHFFFAOYSA-N.xyz,
LSMCWAFSYOWWCQ-UHFFFAOYSA-N__ILVRNCFSHQQLQR-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_LSMCWAFSYOWWCQ-UHFFFAOYSA-N__ILVRNCFSHQQLQR-UHFFFAOYSA-N.xyz,
HXXZCKOMZMGSNJ-WDSOQIARSA-N__SKTUVGPCHFUNLT-KRWDZBQOSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_HXXZCKOMZMGSNJ-WDSOQIARSA-N__SKTUVGPCHFUNLT-KRWDZBQOSA-N.xyz,
SKTUVGPCHFUNLT-KRWDZBQOSA-N__HXXZCKOMZMGSNJ-WDSOQIARSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_SKTUVGPCHFUNLT-KRWDZBQOSA-N__HXXZCKOMZMGSNJ-WDSOQIARSA-N.xyz,
NPXRWEXSDDOKAO-UHFFFAOYSA-N__WQTMGJMCPIUINL-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_NPXRWEXSDDOKAO-UHFFFAOYSA-N__WQTMGJMCPIUINL-UHFFFAOYSA-N.xyz,
WQTMGJMCPIUINL-UHFFFAOYSA-N__NPXRWEXSDDOKAO-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_WQTMGJMCPIUINL-UHFFFAOYSA-N__NPXRWEXSDDOKAO-UHFFFAOYSA-N.xyz,
KFCYVZKMKGFGHI-UHFFFAOYSA-N__UBBMRBSACHEJNQ-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_KFCYVZKMKGFGHI-UHFFFAOYSA-N__UBBMRBSACHEJNQ-UHFFFAOYSA-N.xyz,
UBBMRBSACHEJNQ-UHFFFAOYSA-N__KFCYVZKMKGFGHI-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0041/xyz_prod/prod_UBBMRBSACHEJNQ-UHFFFAOYSA-N__KFCYVZKMKGFGHI-UHFFFAOYSA-N.xyz,
DYFFYQPTYLJLOC-UHFFFAOYSA-N__KRBBYDYXQBJMCQ-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_DYFFYQPTYLJLOC-UHFFFAOYSA-N__KRBBYDYXQBJMCQ-UHFFFAOYSA-N.xyz,
KRBBYDYXQBJMCQ-UHFFFAOYSA-N__DYFFYQPTYLJLOC-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_KRBBYDYXQBJMCQ-UHFFFAOYSA-N__DYFFYQPTYLJLOC-UHFFFAOYSA-N.xyz,
KOOOEVHEAMOMJO-UHFFFAOYSA-N__XMOWTVRHMBWBMF-SJORKVTESA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_KOOOEVHEAMOMJO-UHFFFAOYSA-N__XMOWTVRHMBWBMF-SJORKVTESA-N.xyz,
XMOWTVRHMBWBMF-SJORKVTESA-N__KOOOEVHEAMOMJO-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_XMOWTVRHMBWBMF-SJORKVTESA-N__KOOOEVHEAMOMJO-UHFFFAOYSA-N.xyz,
ABBJZGFTGJXEFF-NRFANRHFSA-N__UHIIEVZNTMPDKA-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_ABBJZGFTGJXEFF-NRFANRHFSA-N__UHIIEVZNTMPDKA-UHFFFAOYSA-N.xyz,
UHIIEVZNTMPDKA-UHFFFAOYSA-N__ABBJZGFTGJXEFF-NRFANRHFSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_UHIIEVZNTMPDKA-UHFFFAOYSA-N__ABBJZGFTGJXEFF-NRFANRHFSA-N.xyz,
UMUIGHBFCVQENZ-BQYQJAHWSA-N__JYZOGBPCKIPYRD-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_UMUIGHBFCVQENZ-BQYQJAHWSA-N__JYZOGBPCKIPYRD-UHFFFAOYSA-N.xyz,
JYZOGBPCKIPYRD-UHFFFAOYSA-N__UMUIGHBFCVQENZ-BQYQJAHWSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_JYZOGBPCKIPYRD-UHFFFAOYSA-N__UMUIGHBFCVQENZ-BQYQJAHWSA-N.xyz,
GAZTWLJQJHTFJZ-UHFFFAOYSA-N__LEARYWLIPWZGAC-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_GAZTWLJQJHTFJZ-UHFFFAOYSA-N__LEARYWLIPWZGAC-UHFFFAOYSA-N.xyz,
LEARYWLIPWZGAC-UHFFFAOYSA-N__GAZTWLJQJHTFJZ-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_LEARYWLIPWZGAC-UHFFFAOYSA-N__GAZTWLJQJHTFJZ-UHFFFAOYSA-N.xyz,
JAFCBQBVRBRGTE-UHFFFAOYSA-N__XPQGYBKDOXIESV-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_JAFCBQBVRBRGTE-UHFFFAOYSA-N__XPQGYBKDOXIESV-UHFFFAOYSA-N.xyz,
XPQGYBKDOXIESV-UHFFFAOYSA-N__JAFCBQBVRBRGTE-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_XPQGYBKDOXIESV-UHFFFAOYSA-N__JAFCBQBVRBRGTE-UHFFFAOYSA-N.xyz,
ONOLJUTYMJLPFX-UHFFFAOYSA-N__QZGXPRGIUDYZKD-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_ONOLJUTYMJLPFX-UHFFFAOYSA-N__QZGXPRGIUDYZKD-UHFFFAOYSA-N.xyz,
QZGXPRGIUDYZKD-UHFFFAOYSA-N__ONOLJUTYMJLPFX-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_QZGXPRGIUDYZKD-UHFFFAOYSA-N__ONOLJUTYMJLPFX-UHFFFAOYSA-N.xyz,
PEJOCHPKZAQFHZ-UHFFFAOYSA-N__LJHOMQHGWMZGEE-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_PEJOCHPKZAQFHZ-UHFFFAOYSA-N__LJHOMQHGWMZGEE-UHFFFAOYSA-N.xyz,
LJHOMQHGWMZGEE-UHFFFAOYSA-N__PEJOCHPKZAQFHZ-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_LJHOMQHGWMZGEE-UHFFFAOYSA-N__PEJOCHPKZAQFHZ-UHFFFAOYSA-N.xyz,
PLPGDGHESWOBCH-UHFFFAOYSA-N__QGJNZARLLQNXMC-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_PLPGDGHESWOBCH-UHFFFAOYSA-N__QGJNZARLLQNXMC-UHFFFAOYSA-N.xyz,
QGJNZARLLQNXMC-UHFFFAOYSA-N__PLPGDGHESWOBCH-UHFFFAOYSA-N,/gpfs/scratch1/shared/schen3/benzoin-dg/data/cross_benzoin/cross_round3/chunk_0042/xyz_prod/prod_QGJNZARLLQNXMC-UHFFFAOYSA-N__PLPGDGHESWOBCH-UHFFFAOYSA-N.xyz,
